Date,Open,High,Low,Close,Volume
11/17/2017 15:35,171.04,171.05,170.25,170.36,1808907
11/17/2017 15:40,170.36,170.41,170.06,170.06,481179
11/17/2017 15:45,170.06,170.29,169.83,170.25,580184
11/17/2017 15:50,170.26,170.28,169.97,169.97,356061
11/17/2017 15:55,169.98,170.19,169.93,170.1432,405302
11/17/2017 16:00,170.14,170.17,169.93,170.09,414818
11/17/2017 16:05,170.085,170.12,169.83,170.02,327844
11/17/2017 16:10,170.01,170.255,169.94,170.2503,253899
11/17/2017 16:15,170.255,170.5099,170.255,170.35,378186
11/17/2017 16:20,170.34,170.59,170.24,170.506,253092
11/17/2017 16:25,170.5,170.53,170.4,170.4159,260253
11/17/2017 16:30,170.41,170.58,170.36,170.56,192481
11/17/2017 16:35,170.56,170.5753,170.47,170.55,205252
11/17/2017 16:40,170.55,170.79,170.5344,170.7599,287709
11/17/2017 16:45,170.754,171.1499,170.75,171.14,429144
11/17/2017 16:50,171.13,171.39,170.92,170.9893,541636
11/17/2017 16:55,170.9897,171.08,170.86,170.91,308370
11/17/2017 17:00,170.91,170.92,170.75,170.8815,328535
11/17/2017 17:05,170.88,170.92,170.74,170.75,159213
11/17/2017 17:10,170.745,170.8101,170.51,170.54,198159
11/17/2017 17:15,170.5399,170.59,170.26,170.51,267340
11/17/2017 17:20,170.5033,170.8,170.3,170.74,335596
11/17/2017 17:25,170.73,170.77,170.4401,170.56,213120
11/17/2017 17:30,170.56,170.73,170.51,170.69,139005
11/17/2017 17:35,170.68,170.792,170.65,170.792,112561
11/17/2017 17:40,170.7998,170.8,170.58,170.69,138037
11/17/2017 17:45,170.695,170.78,170.63,170.77,118596
11/17/2017 17:50,170.765,170.89,170.71,170.846,126990
11/17/2017 17:55,170.855,170.8775,170.68,170.7487,138661
11/17/2017 18:00,170.75,170.76,170.58,170.74,87463
11/17/2017 18:05,170.7272,170.7338,170.54,170.58,108018
11/17/2017 18:10,170.5751,170.65,170.492,170.5497,149871
11/17/2017 18:15,170.545,170.74,170.51,170.72,110295
11/17/2017 18:20,170.7257,170.7257,170.59,170.65,88770
11/17/2017 18:25,170.65,170.67,170.56,170.63,64489
11/17/2017 18:30,170.63,170.72,170.59,170.6599,106703
11/17/2017 18:35,170.65,170.655,170.47,170.61,108050
11/17/2017 18:40,170.61,170.68,170.55,170.65,79615
11/17/2017 18:45,170.66,170.69,170.585,170.6662,79255
11/17/2017 18:50,170.67,170.7,170.46,170.481,105799
11/17/2017 18:55,170.49,170.53,170.36,170.43,118030
11/17/2017 19:00,170.45,170.62,170.447,170.5858,82650
11/17/2017 19:05,170.592,170.6,170.45,170.5784,73643
11/17/2017 19:10,170.58,170.58,170.31,170.355,167959
11/17/2017 19:15,170.36,170.52,170.36,170.5,95603
11/17/2017 19:20,170.5,170.515,170.34,170.37,89957
11/17/2017 19:25,170.38,170.45,170.33,170.42,93848
11/17/2017 19:30,170.41,170.47,170.34,170.4699,55738
11/17/2017 19:35,170.46,170.5407,170.42,170.47,64591
11/17/2017 19:40,170.47,170.54,170.43,170.53,63388
11/17/2017 19:45,170.539,170.55,170.47,170.51,45347
11/17/2017 19:50,170.5199,170.55,170.46,170.479,109320
11/17/2017 19:55,170.4723,170.49,170.4,170.4,59644
11/17/2017 20:00,170.41,170.41,170.22,170.3793,141855
11/17/2017 20:05,170.38,170.429,170.36,170.37,86179
11/17/2017 20:10,170.3734,170.3734,170.24,170.2799,101947
11/17/2017 20:15,170.274,170.2899,170.085,170.118,175697
11/17/2017 20:20,170.1095,170.18,170.02,170.1552,129114
11/17/2017 20:25,170.16,170.25,170.13,170.154,124399
11/17/2017 20:30,170.155,170.2499,170.14,170.2499,69683
11/17/2017 20:35,170.2301,170.3286,170.21,170.29,108887
11/17/2017 20:40,170.29,170.34,170.24,170.3378,113214
11/17/2017 20:45,170.33,170.3808,170.2335,170.35,108299
11/17/2017 20:50,170.355,170.38,170.3,170.33,71965
11/17/2017 20:55,170.33,170.35,170.2,170.21,109530
11/17/2017 21:00,170.21,170.28,170.16,170.2,109836
11/17/2017 21:05,170.2,170.21,170.12,170.15,133498
11/17/2017 21:10,170.15,170.2,170.08,170.1646,150031
11/17/2017 21:15,170.17,170.2,170.06,170.07,87380
11/17/2017 21:20,170.06,170.14,170.01,170.11,143371
11/17/2017 21:25,170.11,170.21,170.055,170.2,135472
11/17/2017 21:30,170.2,170.27,170.17,170.24,209311
11/17/2017 21:35,170.24,170.24,170.15,170.1657,108635
11/17/2017 21:40,170.1648,170.225,170.13,170.205,129864
11/17/2017 21:45,170.2048,170.21,169.77,169.79,421089
11/17/2017 21:50,169.8,169.84,169.64,169.67,435275
11/17/2017 21:55,169.68,170,169.68,169.9848,664322
11/17/2017 22:00,169.9842,170.16,169.81,170.15,2329539
11/20/2017 15:35,170.29,170.4,169.71,169.94,820089
11/20/2017 15:40,169.9501,170.5,169.89,170.48,366542
11/20/2017 15:45,170.49,170.56,169.8,170.415,351937
11/20/2017 15:50,170.42,170.47,170.28,170.29,191028
11/20/2017 15:55,170.3,170.32,169.94,170.0414,272373
11/20/2017 16:00,170.06,170.29,170.04,170.17,259013
11/20/2017 16:05,170.15,170.36,170.15,170.27,252312
11/20/2017 16:10,170.275,170.34,170.13,170.24,195388
11/20/2017 16:15,170.24,170.285,170.12,170.21,225337
