Date,S&P_Movement,GOLD,OIL,SILVER,PLATINUM,NASDAQ_Open,NASDAQ_High,NASDAQ_Low,NASDAQ_Close,NASDAQ_Volume,S&P_Open,Next_S&P_Open,S&P_High,S&P_Low,S&P_Close,S&P_Volume,DJI_Open,DJI_High,DJI_Low,DJI_Close,DJI_Volume,DAX_Open,DAX_High,DAX_Low,DAX_Close,DAX_Volume,ASX_Open,ASX_High,ASX_Low,ASX_Close,ASX_Volume,HANGSENG_Open,HANGSENG_High,HANGSENG_Low,HANGSENG_Close,HANGSENG_Volume,VIX_Open,VIX_High,VIX_Low,VIX_Close,VIX_Volume,FOREX_AUS,FOREX_EUR,FOREX_NZ,FOREX_UK,FOREX_BR,FOREX_CAN,FOREX_CHINA,FOREX_DEN,FOREX_HK,FOREX_IND,FOREX_JAP,FOREX_KOR,FOREX_MAL,FOREX_MEX,FOREX_NOR,FOREX_SWE,FOREX_SOUTHAFR,FOREX_SINGA,FOREX_SRI,FOREX_SWI,FOREX_TAI,FOREX_THAI,FOREX_VEN
10/18/2001,1,-0.6,-0.26,0.01,-2,-104.25,-86.01001,-11.619995,6.380005,-498540000,-20.450073,-8.479981,-29.180054,-12.029907,-8.479981,-189300000,-159.009766,-255.389648,-92.65039,-69.75,-64980000,-6.010254,-151.550293,-116.100097,-70.449707,-17102300,27.199951,0,-26.199951,-38.299804,0,-16.23926,-229.91992,-274.020508,-380.199218,-49142800,2.979999,0.520001,2.409999,-0.130001,0,-0.0052,-0.004,-0.0036,-0.0065,0.0255,0.0076,1.00E-04,0.024,0.0001,0.03,0.13,0,0,-0.0205,0.031,0.0545,-0.022,0.0035,0,0.0032,0,0.03,0.0012
10/19/2001,1,-1.85,0.7,-0.08,-3,-4.199951,7.199951,-6.479981,18.590088,-202760000,-8.479981,4.869995,-2.419921,-7.300049,4.869995,32000000,-67.94043,-15.920899,-53.490235,40.890625,5290000,-47.409668,-37.159668,-48.199707,-60.840332,6238800,-38.299804,-38.299804,-10.700196,-24.200196,0,-207.480468,-153.90039,-16.290039,-54.770508,-68484600,-0.66,-0.150002,-0.959999,-0.84,0,-0.0007,-0.0038,-0.0009,-0.0068,0.0142,-0.0007,-0.0002,0.043,-0.0012,0,-0.03,2,0,-0.0245,0.077,0.0915,0.0157,0.0039,0.1,0.004,0,0,-0.0013
10/22/2001,0,-3.25,0.47,-0.01,-4,21.589966,32.890015,31.979981,36.769897,-60280000,4.869995,16.420044,15.049926,13.550049,16.420044,-189200000,41.100586,174.790039,86.640625,172.919921,-21740000,-62.320313,42.310058,34.520019,105.790039,-25669500,0,0,0,0,0,-62.30957,-73.610352,-42.649414,-28.299805,-60645400,-0.289997,-0.799999,-1.720001,-1.860001,0,-0.0007,-0.0081,-0.0015,-0.0107,-0.0432,0.0031,0.0002,0.078,0,-0.03,1.3,1,0,-0.0073,0.0675,0.138,0.2593,0.0049,0.25,0.0192,0,0.01,0.001
10/23/2001,1,0.15,0.18,-0.03,-2,54.460083,31.380005,35,-3.640015,308660000,16.420044,-5.119995,8.420044,10.73999,-5.119995,211600000,175.259766,46.400391,132.919922,-36.950195,10910000,111.130371,102.699707,149.330078,84.900391,22005300,-19.600098,18.399902,7.600098,37.900147,0,103.790039,349.730472,176.919922,422.299801,107452800,-2.229999,-2.200001,-0.869999,-0.25,0,0.0014,-0.0013,0.0042,-0.0051,0.014,-0.0064,-0.0002,0.007,0.001,-0.02,0.38,1,0,0.0288,-0.0185,-0.04,-0.036,-0.0024,0.1,0.0023,0,0.07,0.0003
10/24/2001,1,-0.55,-0.19,0.01,-2,-13.020019,-3.299927,2.46997,27.100098,55510000,-5.119995,0.419922,-8.72998,-1.550049,0.419922,18900000,-37.769531,-50.349609,-21.669922,5.540039,12520000,59.549805,105.200196,22.759766,107.599609,2618400,33.300049,33.100098,22.800049,32.699951,0,295.489259,55.96972,222.830079,23.62012,-56600200,-0.500002,-0.619999,-0.5,-1.049999,0,-0.0011,0.0032,-0.0014,0.0049,0.01,0.0022,-1.00E-04,-0.027,0,0.05,0.03,-8,0,-0.0145,-0.017,-0.046,-0.0995,0.0017,0,-0.005,0,-0.05,1.00E-04
10/25/2001,1,1.2,0.3,-0.02,-4,0.96997,39.339966,-14.079956,43.929932,364620000,0.419922,14.890015,9.829956,-14.339965,14.890015,28200000,0.889648,74.040039,-100.810547,117.280274,7290000,115.989746,33.169922,-0.899902,-96.219726,7722000,32.699951,7.5,38.800049,8.699951,0,12.07031,-36.62988,84.72949,0,-287418600,0.660002,1.079998,-1.349998,-1.490002,0,-0.0029,0.004,-0.0033,0.0043,-0.0112,0.003,0.0002,-0.037,0.0003,-0.08,-0.14,0,0,0.0325,-0.012,-0.038,-0.01,-0.0029,0,-0.0102,0.01,0.1,0.0001
10/26/2001,0,0.55,-0.36,0,-2,55.290039,17.359985,79.390015,-6.51001,-260420000,14.890015,4.520019,10.520019,28.599975,4.520019,-119900000,119.990234,135.269531,245.430665,82.269531,-40090000,-86,-54.050293,67.679687,104.659668,-22738800,8.699951,27.299804,13.099853,21.5,0,86.98047,231.73047,86.98047,161.28027,346798600,-2.380002,-2.899998,-1.34,-1.039999,0,-0.003,-0.0044,-0.0017,0.0042,0.0004,-0.0025,1.00E-04,0.039,0,0.02,0.27,1,0,0.033,0.008,0.0145,0.0075,0.0022,0.15,0.0045,-0.02,-0.01,0.0002
10/29/2001,0,1.35,0.24,0,14,-0.359985,-24.900024,-63.599976,-69.439941,-340030000,4.520019,-26.309936,-6,-15.939941,-26.309936,-138400000,81.089844,-54.799805,-153.820313,-275.669922,-8850000,93.570313,-7.659668,-59.279785,-159.909668,-11403800,1.5,-29.699951,-22.599853,-23.399902,0,76.48926,-68.26074,-251.41016,-226.65039,-52182000,0.41,1.65,2.199998,3.219999,0,0.0039,0.0116,0.0017,0.0177,-0.0052,0,0,-0.105,-0.0003,0,-0.91,-3,0,-0.0425,-0.088,-0.065,-0.0854,0.0018,0,-0.0215,-0.02,-0.09,-0.0006
10/30/2001,0,1.8,-0.14,0.04,-5,-81.119995,-81.289917,-53.099975,-32.109986,119390000,-26.309936,-18.51001,-26.309936,-24.690064,-18.51001,191300000,-278.850586,-278.850586,-203.910156,-147.519531,41360000,-154.080078,-154.080078,-183.140137,-116.370118,32112600,-3.399902,-3.399902,-3.200196,-3.199951,0,-342.85938,-267.21973,-151.620114,-101.66015,-43923000,2.810002,3.1,2.690001,1.82,0,0.0002,0.0023,0.0005,0.0021,0.002,0.0035,-0.0002,-0.017,1.00E-04,0.01,-0.01,4,0,0.0205,-0.009,0.1045,0.1074,-0.0062,0.15,-0.0075,0,-0.13,0.0009
10/31/2001,1,-1.65,-0.78,0.01,-2,7.819946,35.009887,31.409912,22.789917,119050000,-18.51001,-0.01001,-3.51001,3.940064,-0.01001,55100000,-140.879883,-41.449218,-1.179688,-46.840821,-150000,-131.669922,-32.5,-18.889648,15.149903,53300,-3.199951,5.300049,16.400147,-0.800049,0,-38.25,-48.05957,18.129883,-2.45996,-27828000,-0.120003,-1.18,-0.73,0.100002,0,-0.0028,-0.0067,-0.002,-0.0012,-0.028,0.012,0,0.07,0.0001,0.01,0.47,-2,0,0.012,0.088,0.049,0.0355,0.0004,0,0.0102,0,0.06,0.0003
