Date,S&P_Movement,GOLD,OIL,SILVER,PLATINUM,NASDAQ_Open,NASDAQ_High,NASDAQ_Low,NASDAQ_Close,NASDAQ_Volume,S&P_Open,S&P_High,S&P_Low,S&P_Close,S&P_Volume,DJI_Open,DJI_High,DJI_Low,DJI_Close,DJI_Volume,DAX_Open,DAX_High,DAX_Low,DAX_Close,ASX_Open,ASX_High,ASX_Low,ASX_Close,HANGSENG_Open,HANGSENG_High,HANGSENG_Low,HANGSENG_Close,VIX_Open,VIX_High,VIX_Low,VIX_Close,FOREX_AUS,FOREX_EUR,FOREX_NZ,FOREX_UK,FOREX_BR,FOREX_CAN,FOREX_CHINA,FOREX_DEN,FOREX_HK,FOREX_IND,FOREX_JAP,FOREX_KOR,FOREX_MAL,FOREX_MEX,FOREX_NOR,FOREX_SWE,FOREX_SOUTHAFR,FOREX_SINGA,FOREX_SRI,FOREX_SWI,FOREX_TAI,FOREX_THAI,FOREX_VEN
1/18/2000,1,0.001577011,0.012312428,-0.001953125,0,0.003443128,0.013697638,0.001851337,0.016371953,-0.043099545,0.010671299,-0.005329244,0.001117485,-0.006832071,-0.026890137,0.008592634,-0.00256676,-0.005690411,-0.013841253,-0.249634599,0.011804976,0.001293667,-0.008310221,-0.025731142,-0.015185422,-0.015185422,-0.015185422,-0.015185422,-0.005769152,-0.001670475,0.002177173,0.01378149,0.078668633,0.073449082,0.074833368,0.093591048,-4.41E-05,-0.001050263,-0.004146919,0.005180353,-0.006604293,0.000277008,-0.000275919,0.001086996,1.36E-05,0.006427644,-0.008495982,0.018892877,0,-0.003684211,0.001374934,-0.000750281,0.001652112,-0.000279835,-0.298471824,-4.09E-06,0.037629351,-0.004865391,5.59E-05
1/19/2000,0,0.006473058,-0.005321171,-0.001956947,0.027586207,0.013947045,0.004013959,0.007776557,0.00495786,0.042252544,-0.006832071,-0.002566296,-0.001805275,0.000522293,0.029431248,-0.015696494,-0.012409466,-0.007832748,-0.006172572,-0.035610828,-0.027112945,-0.026865199,-0.009461451,0.002675283,0.010387924,0.010387924,0.010387924,0.010387924,0.009204115,-0.005191438,-0.020363566,-0.032545053,0.03553067,0.024503052,0.022413067,0.010232512,-1.06E-05,-0.000903614,-0.001482067,0.011218569,-0.000732601,0.001393379,0.000275824,0.00114744,0.000108755,0,-0.002293578,0.066357001,0,-0.006052632,-0.00105921,0.002372035,0.002952291,0.000295615,0.209142516,3.16E-05,-0.025090955,0,-2.41E-05
1/20/2000,0,0.001564401,0.003439052,0.001960784,0.004474273,0.021570509,0.015055334,0.014414633,0.009206711,0.12049921,0.000522293,0.002956053,-0.006999485,-0.007095321,0.011858798,-0.003896771,-0.001380556,-0.015802125,-0.012016382,-0.009632814,0.004340916,0.016955955,0.012836468,0.003048935,-0.01256228,-0.01256228,-0.01256228,-0.01256228,-0.02362357,-0.02362357,-0.007520267,-0.003929881,-0.037923296,0.019855596,-0.012126912,0.001381262,5.64E-05,0.002713295,-0.002273851,0.019398642,-0.008821024,-0.002398215,-0.000206512,-0.00271749,-4.07E-05,0,0.001376147,-0.07590853,0,-0.002631579,-0.002442132,-0.002375,-0.001649582,0.000196271,-0.149227004,-6.83E-05,0,-0.003889789,2.67E-05
1/21/2000,0,-0.001214856,0.035034273,0.011741683,-0.011135857,0.007512341,0.002519286,0.005958559,0.010953581,0.039096851,-0.007095321,-0.008548695,0.000736814,-0.002912319,0.099118743,-0.011664655,-0.014802754,-0.003769408,-0.008773431,0.076400146,0.00108797,-0.017570764,-0.019340652,-0.016858693,0,0,0,0,-0.016471511,-0.014812633,-0.01156186,-0.007025779,0.011262319,-0.030530973,-0.03210576,-0.042758621,-7.94E-05,-0.004950495,-0.002763249,-0.006625097,0.000907002,-0.003598538,6.90E-05,0.00356306,-4.09E-05,0,-0.011238532,0.018966335,0,0.010263158,0.002338435,0.00313401,0.003306566,0.000737705,0.208768267,7.95E-05,0,-0.001620746,0
1/24/2000,1,-0.001911381,-0.005886681,0.001934236,0.031531532,0.012682186,0.015372794,-0.017510676,-0.032894137,0.033981743,-0.002912319,0.000626152,-0.030689034,-0.027633594,-0.077698793,-0.009186065,-0.001852858,-0.028062452,-0.021644714,-0.015060241,-0.016345052,-0.001576671,-0.00258932,-0.008688966,-0.008036686,-0.008036686,-0.008036686,-0.008036686,0.009201097,0.019403615,0.007814819,0.003914353,-0.005568399,0.115472433,0.045365854,0.156099904,-0.000135802,-0.012233802,-0.004257426,0.003134796,-0.007270965,-0.001123596,-0.000416089,0.006703303,4.07E-05,0.002570958,0.012844037,-0.033346037,0,0.01,0.00285805,0.004125516,0.004650889,0.000244778,-0.208209399,0.000159618,0,0.002269044,1.34E-05
1/25/2000,0,0.002785515,0.008142117,0.00965251,0.010917031,-0.038604946,-0.031493214,-0.016311353,0.017414229,-0.123385536,-0.027633594,-0.027391672,-0.004966285,0.0060648,-0.037730776,-0.021416792,-0.025247919,-0.003097783,0.001973055,0.032011443,-0.008516494,-0.023182224,-0.01622805,-0.017650068,0,0,0,0,-0.009207149,-0.01709709,-0.007315488,-0.004253144,0.110126038,-0.006546645,0.067195567,-0.043622767,-3.53E-06,0.003361858,0.000698673,-0.007508398,0.007263923,-0.000622172,-0.000208333,-0.001932624,6.73E-05,-0.003856289,0.008023842,0.023692191,0,0.010526316,0.001054296,-0.000622975,-0.000680272,0.000680989,0.29717682,-6.85E-06,0,-0.000972447,2.95E-05
1/26/2000,0,-0.007291667,-0.002202643,0,-0.01511879,0.012114726,0.001701286,0.010276728,-0.023395884,-0.015272736,0.0060648,-0.001081859,0.008404846,-0.004212721,0.040607246,0.001352257,0.004649185,0.010945966,0.000281107,-0.097452564,-0.012994982,0.00762839,0.004171978,0.02345645,0.000885607,0.000885607,0.000885607,0.000885607,0.00472186,0.019966707,0.017069404,0.021497638,-0.036990373,-0.044892914,-0.018364669,0.000434448,-6.53E-05,-0.004585754,-0.000796733,-0.017166535,0.000606722,-0.000561798,-0.00027799,0.002536661,6.75E-05,0.007712082,-0.000458821,0.007556437,0,-0.001973684,0.003307087,0.0009333,0.00156085,0.001347031,-0.029643683,2.31E-05,0,0.006807131,-2.68E-06
1/27/2000,0,-0.001224204,-0.009933775,-0.007648184,0.019736842,-0.012987748,-0.008295256,-0.023666328,-0.007457131,0.047443215,-0.004212721,0.00433912,-0.020833364,-0.003938428,0.01091918,0.000879769,0.002974512,-0.007923568,-0.000450531,0.028807456,0.021259002,0.027065153,0.015589254,0.022492673,0.004325948,0.004325948,0.004325948,0.004325948,0.01947999,0.030574551,0.01947999,0.031766836,-0.02357045,0.051746354,-0.01870824,0.022145027,7.94E-05,-0.018601076,0.001198681,-0.006324111,-0.000609942,-0.001628299,6.95E-05,0.011113527,0,-0.002570529,-0.021534937,-0.026452527,0,0.000657895,0.008405569,0.010722033,0.006097203,-0.000323887,0.029498525,0.000292916,-0.012420817,-0.000648298,0
1/28/2000,1,0.004202416,-0.01189149,0.032755299,0.068817204,-0.026783183,-0.022168549,-0.029535031,-0.037749158,-0.101247734,-0.003938428,-0.014307209,-0.010787853,-0.027456829,-0.029836211,-0.000963241,-0.012470261,-0.016456644,-0.026219523,-0.057597282,0.020704733,0.006235812,0.0138006,-0.008353733,0,0,0,0,0.038282814,0.024524718,0.036426424,0.016844708,0.061689716,0.088150967,0.051747569,0.110450208,-0.000502646,-0.019083969,-0.020424671,-0.030165615,0.006111349,0.008146067,-0.000139373,0.011052994,-6.64E-05,0.002570529,0.051340821,-0.038127919,0,0.016052632,0.012867647,0.025161092,0.015147998,0.002730047,-0.236266982,0.000228727,-0.04902862,0.006162828,0
1/31/2000,1,-0.012031386,0.01842798,-0.02238806,0.002012072,-0.033988791,-0.02664077,-0.02805848,0.01370699,-0.067274201,-0.027456829,-0.002917343,-0.00446832,0.025217567,-0.093082679,-0.026226983,-0.006190521,-0.003179081,0.018778526,0.048009176,-0.010349247,-0.022224418,-0.031808892,-0.032688987,0.002512547,0.002512547,0.002512547,0.002512547,-0.01015573,-0.026152072,-0.036106625,-0.040380761,0.127578989,0.033534249,0.076391929,-0.045524026,0.000206349,-0.001276935,0.008499744,-0.005749487,0.007402838,0.00122905,-0.000275957,0.001993211,0.000131294,0,0.004123711,0.027998133,0,0.015526316,0.00323557,-0.000604595,-0.005102041,-0.001415651,0.263157895,1.37E-05,0,-0.003252033,2.12E-05
2/1/2000,0,-0.001058948,0.009970458,-0.001908397,-0.010040161,0.022517703,0.02860071,0.043705642,0.02832994,-0.07255759,0.025217567,0.012915216,0.025664023,0.010627819,-0.012879855,0.018812876,0.010646519,0.019279318,0.009187812,-0.045705649,-0.030211633,-0.000286355,0.003605946,0.03143248,0.012368584,0.012368584,0.012368584,0.012368584,-0.018175413,-0.007844989,0.00878221,0.007823709,-0.087752088,-0.098067809,-0.066158778,-0.060120238,-0.000118166,-0.004073958,-0.005022035,-0.006460731,-0.004325794,-0.002719201,-0.000206654,0.001389275,-3.93E-05,-0.003855546,0.007789233,0.027951179,0,-0.011315789,-0.002489627,-0.005661968,-0.003686897,-0.000316832,0.029394474,6.12E-05,0.606244316,-0.001300813,1.33E-05
2/2/2000,1,0.009187279,-0.007312614,-0.009560229,0.018255578,0.024730681,0.017909505,0.035686493,0.005424504,0.092716558,0.010627819,0.00574871,0.013503817,-0.000113557,0.058715596,0.009133461,0.004118853,0.007252534,-0.003428081,-0.103435094,0.032516562,0.016991754,0.028882674,0.017231533,0.0103205,0.0103205,0.0103205,0.0103205,0.009442138,0.01227573,0.010724947,0.008685395,-0.057715923,0,-0.02876771,-0.014072494,8.06E-05,0.005859066,-0.000616586,-0.018352365,-0.00619195,-0.00183844,-6.91E-05,-0.00277865,-2.62E-05,0.003855694,0.016735442,0.037150553,0,-0.005789474,-0.00541836,-0.007249003,0.000285128,-7.96E-05,-0.176574456,-5.17E-05,-0.574365175,0.004409449,2.13E-05
2/3/2000,0,-0.00192577,0.016574586,-0.001930502,0.015936255,0.018630035,0.020677467,0.008414314,0.033633129,0.127267848,-0.000113557,0.003639313,-0.003541151,0.011248138,0.103889852,-0.002460597,-0.00354442,-0.013180087,0.000930659,0.08807943,0.015898518,0.025447433,0.013597657,0.025419804,-0.007541991,-0.007541991,-0.007541991,-0.007541991,0.003050014,0.003265485,-0.002839168,0.011292073,-0.013032189,-0.040824576,-0.030504022,-0.048010422,4.84E-05,0.018710692,0.007063882,-0.007145774,-0.00622665,-0.001008403,0.000554209,-0.012262453,9.18E-05,0,-0.010996564,-0.004612546,0,-0.017105263,-0.006997389,-0.015927052,-0.002870923,-0.000955034,0.176626435,-0.000337201,0,-0.001948052,-2.66E-06
2/4/2000,0,0.030170146,-0.004347826,0.011605416,0.007843137,0.025999783,0.019895177,0.035165613,0.007874689,0.016907329,0.011248138,0.007104886,0.015809559,-0.000421045,-0.088443088,0.000353268,0.000896309,0.009293243,-0.004507276,-0.067401892,0.025058957,0.018659169,0.028555928,0.01228541,0,0,0,0,0,0,0,0,-0.085827425,-0.08259587,-0.056543502,-0.021353885,-0.000129032,-0.01988414,-0.003742288,-0.022146165,-0.00124805,0.002816901,0.000485538,0.012804871,-2.66E-05,0,-0.008705613,-0.004633062,0,-0.007631579,0.011777077,0.010541799,0.00332284,7.99E-05,0,0.000292318,0,-0.001298701,7.98E-06
2/7/2000,1,0.064873148,0.016739447,0.045889101,0.023346304,0.00751503,0.006314582,0.003674463,0.018291074,-0.071889006,-0.000421045,-0.006100668,-0.0051386,-9.13E-05,-0.121519472,-0.004394295,-0.010686713,-0.008845803,-0.005291028,-0.125637793,0.01292878,-0.005472657,-0.009232572,-0.019919115,0.005098325,0.005098325,0.005098325,0.005098325,0,0,0,0,0.105921955,0.068902159,0.101498303,0.058031566,4.30E-05,0.003642122,0.000614754,0.00040568,-0.001885014,-0.000564016,0,-0.002053438,0.00013113,-0.001285182,0.027720504,-0.003719546,0,-0.011842105,-0.001160215,-0.000362757,0.000519451,0.000445434,-0.029533373,-5.98E-05,0,0.006493506,0
2/8/2000,0,-0.052606332,-0.011811024,-0.042047532,-0.015209125,0.022456554,0.02464623,0.029511707,0.024464509,0.21263088,-9.13E-05,0.010286187,0.007719382,0.012273199,0.141161094,-0.005627406,0.004750654,0.005351177,0.004750648,0.159480983,-0.020827345,0.016073432,-0.000991687,0.034751774,0.004880943,0.004880943,0.004880943,0.004880943,0.017998683,0.017232911,0.015122093,0.016320666,-0.056160168,-0.051138805,-0.071083849,-0.067573538,2.51E-05,0.012462534,0.000408873,0.03808752,-0.003141295,0.000903955,0,-0.007670194,-0.000144566,-0.001285017,0.019248396,-0.00091954,0,-0.008947368,-0.008001272,-0.007870202,0.000981524,0.00015897,0.058969218,-0.000170068,-0.030439547,-0.003571429,1.32E-05
2/9/2000,1,0.041687764,-0.006157189,0.007633588,0.069498069,0.020633915,0.007289134,-0.001663505,-0.014513781,-0.09922483,0.012273199,0.001886556,-0.008839778,-0.020815422,0.002672521,0.004086526,-0.006734905,-0.018837607,-0.023585407,-0.002013145,0.037155264,0.01400298,0.036194859,0.010494204,0.013460792,0.013460792,0.013460792,0.013460792,0.023444159,0.04187484,0.032405868,0.036400288,-0.006457518,0.037137681,0.005668446,0.077647059,-1.43E-05,0.008185109,-0.002027986,0.002024291,0.003104626,-0.001699717,0,-0.005012804,1.33E-05,0.002570397,-0.011001604,-0.050187061,0,-0.000789474,-0.004094873,-0.006232052,0.002443281,-0.000793777,0,-0.00009375,-0.06134593,-0.002926829,1.86E-05
2/10/2000,0,0.001296176,-0.004373178,0.015151515,-0.009025271,-0.015698922,0.005584285,-0.001157597,0.028050174,0.021401337,-0.020822365,-0.015541222,-0.003697779,0.003626804,0.007901,-0.022915746,-0.019232237,-0.008641043,-0.005190153,-0.072144764,0.006659413,0.004261018,-0.003940983,0.010507144,-0.007831344,-0.007831344,-0.007831344,-0.007831344,0.013545707,-0.005528707,0.004174027,0.001528526,0.084493961,0.028384236,0.068576746,0.007423581,-4.48E-05,-0.007722616,0.001513012,-0.011788618,0,0.003220339,0,0.005193989,0.000133262,-0.008996273,-0.008476518,-0.027495188,0,0.009868421,0.003191829,0.005033763,0.002633427,0.000174051,-0.461047405,6.52E-05,0,-0.004241436,7.99E-06
2/11/2000,1,0.008090615,0.018301611,-0.003731343,-0.007285974,0.022589135,0.000918507,0.000654039,-0.02010413,-0.041354441,0.00363392,-0.003705801,-0.019581521,-0.02096932,-0.031261806,-0.005541289,-0.009276218,-0.023517916,-0.020521187,0.237547158,0.014085474,0.013337167,0.011984367,-0.012675677,0,0,0,0,0.020658539,0.046198672,0.030184065,0.031767614,-0.017979451,0.053078559,0.003076923,0.058517555,-6.81E-05,-0.002848101,-0.002027369,-0.027152989,-0.001868344,0.000847458,0,0.002295019,-7.95E-05,0.008995117,0.005736576,-0.055177488,0,-0.003552632,0.003920945,0.002813456,0.002154921,0.0002838,0.460747829,3.43E-05,-0.012285012,0.000326264,-1.34E-05
2/14/2000,1,-0.01011236,0.007548526,-0.020599251,0.009174312,-0.012240177,-0.011989442,-0.001146647,0.005255346,-0.079225119,-0.02096932,-0.015456973,0.001189373,0.00203295,-0.095934484,-0.019456365,-0.008425856,0.007129491,0.009077024,-0.135889222,-0.020111711,-0.019418582,-0.005794682,0.004368361,-0.004735895,-0.004735895,-0.004735895,-0.004735895,0.030667895,0.016179041,0.004906569,-0.011009006,0.075414077,0.003629032,0.063540754,-0.001638043,-5.38E-06,-0.010187838,-0.004773027,-0.00671414,0.001256045,0.001810979,-0.000620048,0.005556361,-0.000185038,0,-0.007789233,0.119276998,0,-0.007894737,0.003820439,0.008645884,-0.000697026,0.000440182,0.029503747,0.00017663,0.055197792,0.001958864,5.34E-06
2/15/2000,0,-0.013296579,0.003210846,-0.005736138,-0.009090909,-0.0042531,0.001050541,-0.014794937,0.000502476,0.067514133,0.00203295,0.009168859,-0.00310028,0.008712684,0.177720263,0.008483797,0.020292948,0.00610506,0.018845344,0.096149247,0.008904783,0.005166849,-0.01938002,-0.032527984,-0.000602781,-0.000602781,-0.000602781,-0.000602781,-0.016476337,-0.035804068,-0.032683753,-0.029135023,-0.023915687,-0.005624709,-0.058920478,-0.059885113,3.76E-05,0.008122312,0.000204436,0.01232539,0.008810573,0.002148106,-0.000137485,-0.004554295,0.000131372,-0.001285347,0.002290951,0,0,-0.001447368,0.000372618,0.000121242,0,-0.000236035,0.058910162,-0.000142566,0.018253727,0.000976563,2.13E-05
2/16/2000,1,-0.005751849,-0.000355619,0.001923077,0.027522936,0.002642932,0.008336678,0.028561454,0.001556263,0.04283382,0.008712684,-0.002251813,0.00677926,-0.010256413,-0.067118396,0.018219314,-0.001988316,0.006377609,-0.014618247,-0.109317041,-0.030793316,-0.013385807,-0.007230806,0.012735031,-0.003047186,-0.003047186,-0.003047186,-0.003047186,-0.028177501,-0.008788908,0.011122323,0.021286377,-0.036544809,-0.037171717,-0.004378284,0.02574171,1.79E-06,0.001269841,0.002948953,0.018480493,-0.005015674,-0.003645541,0,-0.000881887,5.28E-05,0.014137,0.014436297,-0.018390805,0,-0.004210526,-0.001331558,-0.001272496,-0.002016129,0.001148702,-0.200471698,-3.80E-05,-0.018371096,0.005853659,5.33E-06
2/17/2000,0,0.007438017,-0.020277481,0.005758157,0.026785714,0.01260841,0.01686156,0.007044005,0.027389252,0.126988491,-0.010256413,-0.00332494,-0.003976681,0.000425149,0.015704751,-0.013635455,-0.006498949,-0.010112268,-0.004435,0.199350808,0.010411749,0.005339028,0.006996128,0.012043539,-0.008246353,-0.008246353,-0.008246353,-0.008246353,0.018174168,0.004911136,0.002230951,-0.003647171,-0.012931077,-0.014687369,-0.004837335,-0.014461931,3.41E-05,0.003332804,0.003861004,0.002041233,0.001246883,0.000112676,-0.000344353,-0.001449678,1.32E-05,-0.008995811,0.020342857,0.018284878,0,0.006973684,0.004908499,0.001274427,-0.001441836,0.000426036,0.140902953,-3.81E-05,0,0.002278646,5.04E-05
2/18/2000,0,-0.003937654,-0.01016703,-0.005725191,-0.095652174,0.01800363,0.002484013,-0.00903091,-0.030156541,-0.054783812,0.000425149,-0.008065005,-0.025179883,-0.030376186,0.007247777,-0.004844844,-0.014440814,-0.02435575,-0.028061135,0.066894756,0.014183709,0.002804587,0.020216334,-0.000890439,0,0,0,0,-0.0053057,-0.011677951,-0.017959981,-0.022499566,0.020524061,0.123083518,0.032700046,0.122140699,-5.02E-05,-0.002056962,-0.002838893,-0.013368442,0,-0.000562746,0,0.000724883,-9.27E-05,0,0.013965201,0.00906865,0,-0.011578947,-0.002979357,-0.00090525,0,-3.16E-05,-0.169988277,1.09E-05,0.027651469,0.011067708,-1.06E-05
2/21/2000,1,0.005600395,-0.012105649,0.001919386,0.019230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002116227,-0.008924294,-0.012698355,0.002211577,-0.005746542,-0.005746542,-0.005746542,-0.005746542,-0.033715618,-0.032349733,-0.020186426,-0.016674942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/22/2000,1,-0.00982801,0.010768659,0,-0.024528302,-0.028680579,-0.026401921,-0.025791183,-0.00671393,-0.066434543,-0.030376186,-0.021950311,-0.009990145,0.004516844,-0.059771659,-0.0280316,-0.017205197,-0.009429495,0.008348759,-0.069832001,0.001590843,0.017781396,0.012440052,0.002293668,0.001323893,0.001323893,0.001323893,0.001323893,-0.007170723,-0.002095,-0.02231899,-0.004117061,0.108686303,0.066363289,0.089858704,-0.005384577,-6.27E-05,0.033375715,0.000812183,0.036871053,0.005005005,0.004670793,6.89E-05,-0.019028174,0.000224838,-0.003855645,0.003663004,0.054112554,0,0.019210526,-0.011973487,-0.016107545,-0.001383684,0.000426877,0.140696447,-0.000407579,0.021496131,0.003575492,1.05E-05
