Date,Movement,Open,High,Low,Close,Volume,volatility_bbh,volatility_bbl,volatility_bbm,volatility_bbhi,volatility_bbli,trend_macd,trend_macd_signal,trend_macd_diff,momentum_rsi
992836800,1,1214.359985,1221.22998,1208.329956,1208.430054,1111600000,1320.197171,1206.997824,1263.597498,0,0,-8.205819185,0.734032345,-8.93985153,21.67877788
992923200,1,1208.430054,1226.109985,1207.709961,1212.579956,1184900000,1314.579708,1202.590287,1258.584998,0,0,-10.0530351,-1.423381145,-8.629653959,26.27674748
993009600,1,1212.579956,1225.609985,1210.069946,1223.140015,1350100000,1306.983794,1201.562202,1254.272998,0,0,-10.54332167,-3.24736925,-7.295952422,37.11608248
993096000,0,1223.140015,1240.23999,1220.25,1237.040039,1546820000,1302.247742,1201.097253,1251.672498,0,0,-9.698463687,-4.537588137,-5.16087555,48.59499335
993182400,0,1237.040039,1237.72998,1221.410034,1225.349976,1189200000,1296.164385,1200.398603,1248.281494,0,0,-9.858554752,-5.60178146,-4.256773291,41.2823454
993441600,0,1225.349976,1231.5,1213.599976,1218.599976,1050100000,1292.82151,1197.812475,1245.316992,0,0,-10.41009556,-6.56344428,-3.84665128,37.52061305
993528000,0,1218.599976,1220.699951,1204.640015,1216.76001,1198900000,1290.645326,1194.871654,1242.75849,0,0,-10.87035877,-7.424827179,-3.445531595,36.47522989
993614400,1,1216.76001,1219.920044,1207.290039,1211.069946,1162100000,1290.749458,1191.066521,1240.90799,0,0,-11.56099336,-8.252060416,-3.308932947,33.17688241
993700800,0,1211.069946,1234.439941,1211.069946,1226.199951,1327300000,1289.162944,1189.691035,1239.42699,0,0,-10.76338766,-8.754325864,-2.009061795,47.68979601
993787200,1,1226.199951,1237.290039,1221.140015,1224.380005,1832360000,1286.729332,1188.495644,1237.612488,0,0,-10.1610041,-9.035661511,-1.125342586,46.29431829
994046400,0,1224.420044,1239.780029,1224.030029,1236.719971,1128300000,1283.207008,1188.978966,1236.092987,0,0,-8.588871491,-8.946303507,0.357432016,56.29879208
994132800,0,1236.709961,1236.709961,1229.430054,1234.449951,622110000,1275.114239,1192.159736,1233.636987,0,0,-7.440349006,-8.645112607,1.204763601,54.15740351
994305600,0,1234.449951,1234.449951,1219.150024,1219.23999,934900000,1269.281417,1192.913554,1231.097485,0,0,-7.669049372,-8.44989996,0.780850588,41.85061866
994392000,1,1219.23999,1219.23999,1188.73999,1190.589966,1056700000,1262.585671,1190.972301,1226.778986,0,1,-10.046306,-8.769181167,-1.27712483,28.01449643
994651200,0,1190.589966,1201.76001,1189.75,1198.780029,1045700000,1256.547981,1190.391997,1223.469989,0,0,-11.14100282,-9.243545497,-1.897457319,35.09259951
994737600,0,1198.780029,1203.430054,1179.930054,1181.52002,1263800000,1254.575149,1185.07783,1219.826489,0,1,-13.24857508,-10.04455141,-3.20402367,28.3211153
994824000,1,1181.52002,1184.930054,1168.459961,1180.180054,1384100000,1250.754832,1181.331154,1216.042993,0,1,-14.85571788,-11.00678471,-3.848933173,27.839903
994910400,1,1180.180054,1210.25,1180.180054,1208.140015,1394000000,1247.062019,1181.677971,1214.369995,0,0,-13.71515517,-11.5484588,-2.166696372,48.78951356
994996800,0,1208.140015,1218.540039,1203.609985,1215.680054,1121700000,1246.757684,1181.563312,1214.160498,0,0,-12.06376925,-11.65152089,-0.412248363,53.03240666
995256000,1,1215.680054,1219.630005,1200.050049,1202.449951,1039800000,1246.579326,1180.550667,1213.564996,0,0,-11.68786236,-11.65878918,-0.029073173,45.41450572
995342400,0,1202.449951,1215.359985,1196.140015,1214.439941,1238100000,1246.792316,1180.938665,1213.865491,0,0,-10.30368696,-11.38776874,1.084081783,52.54299946
995428800,1,1214.439941,1214.439941,1198.329956,1207.709961,1316300000,1246.660684,1180.583298,1213.621991,0,0,-9.638662616,-11.03794751,1.399284898,48.44551808
995515200,0,1207.709961,1225.040039,1205.800049,1215.02002,1343500000,1245.960464,1180.471519,1213.215991,0,0,-8.424651232,-10.51528826,2.090637026,53.03565281
995601600,0,1215.02002,1215.689941,1207.040039,1210.849976,1170900000,1242.674445,1181.138531,1211.906488,0,0,-7.710148373,-9.954260281,2.244111908,50.09961875
995860800,0,1210.849976,1215.219971,1190.5,1191.030029,986900000,1241.622541,1178.758441,1210.190491,0,0,-8.64356614,-9.692121453,1.048555313,38.43171797
995947200,1,1191.030029,1191.030029,1165.540039,1171.650024,1198700000,1243.375954,1172.310033,1207.842993,0,1,-10.82235748,-9.918168659,-0.904188824,30.43472096
996033600,1,1171.650024,1190.52002,1171.280029,1190.48999,1280700000,1242.612485,1170.446499,1206.529492,0,0,-10.90315276,-10.11516548,-0.787987279,43.59902449
996120000,1,1190.48999,1204.180054,1182.650024,1202.930054,1213900000,1242.173467,1170.071529,1206.122498,0,0,-9.849831667,-10.06209872,0.212267049,50.70607157
996206400,0,1202.930054,1209.26001,1195.98999,1205.819946,1015300000,1239.895099,1170.311895,1205.103497,0,0,-8.681798612,-9.786038695,1.104240083,52.31662978
996465600,1,1205.819946,1209.050049,1200.410034,1204.52002,909100000,1237.698402,1170.522594,1204.110498,0,0,-7.771432924,-9.383117541,1.611684617,51.44425164
996552000,1,1204.52002,1222.73999,1204.52002,1211.22998,1129200000,1232.97086,1172.701137,1202.835999,0,0,-6.43435265,-8.793364563,2.359011913,55.83089954
996638400,1,1211.22998,1223.040039,1211.22998,1215.930054,1340300000,1228.931963,1174.888044,1201.910004,0,0,-4.938522001,-8.022396051,3.083874049,58.83653767
996724800,0,1215.930054,1226.27002,1215.310059,1220.75,1218300000,1229.218951,1174.752057,1201.985504,0,0,-3.325798342,-7.083076509,3.757278167,61.90402394
996811200,0,1220.75,1220.75,1205.310059,1214.349976,939900000,1230.386826,1175.960184,1203.173505,0,0,-2.534910798,-6.173443367,3.638532568,55.56058352
997070400,1,1214.349976,1214.349976,1197.349976,1200.47998,811700000,1230.424622,1176.092382,1203.258502,0,0,-2.992820116,-5.537318716,2.544498601,44.22764694
997156800,0,1200.469971,1207.560059,1195.640015,1204.400024,1012000000,1229.567464,1179.237541,1204.402502,0,0,-3.004764702,-5.030807913,2.026043212,47.70612296
997243200,0,1204.400024,1206.790039,1181.27002,1183.530029,1124600000,1229.092514,1180.047489,1204.570001,0,0,-4.644723569,-4.953591045,0.308867475,34.49135345
997329600,1,1183.530029,1184.709961,1174.680054,1183.430054,1104200000,1229.532345,1177.136661,1203.334503,0,0,-5.884635519,-5.139799939,-0.744835579,34.4386246
997416000,1,1183.430054,1193.329956,1169.550049,1190.160034,960900000,1228.21046,1175.906544,1202.058502,0,0,-6.25215063,-5.362270077,-0.889880552,41.39729028
997675200,0,1190.160034,1193.819946,1185.119995,1191.290039,837600000,1228.08987,1174.911143,1201.500507,0,0,-6.37869739,-5.56555554,-0.81314185,42.5780735
997761600,0,1191.290039,1198.790039,1184.26001,1186.72998,964600000,1226.753209,1173.476808,1200.115009,0,0,-6.768917395,-5.806227911,-0.962689484,38.92607113
997848000,1,1186.72998,1191.209961,1177.609985,1178.02002,1065600000,1226.754301,1170.506722,1198.630511,0,0,-7.692318283,-6.183445986,-1.508872298,32.73757463
997934400,0,1178.02002,1181.800049,1166.079956,1181.660034,1055400000,1224.950244,1168.97478,1196.962512,0,0,-8.037747284,-6.554306245,-1.483441038,37.52688046
998020800,1,1181.660034,1181.660034,1156.069946,1161.969971,974300000,1225.749033,1163.287991,1194.518512,0,1,-9.787501557,-7.200945307,-2.586556249,25.98061693
998280000,0,1161.969971,1171.410034,1160.939941,1171.410034,897100000,1226.418401,1160.656624,1193.537512,0,0,-10.29379972,-7.81951619,-2.474283529,36.74670333
998366400,1,1171.410034,1179.849976,1156.560059,1157.26001,1041600000,1228.246568,1157.389455,1192.818011,0,1,-11.70194065,-8.596001082,-3.10593957,29.36070684
998452800,0,1157.26001,1168.560059,1153.339966,1165.310059,1110800000,1229.064618,1154.053412,1191.559015,0,0,-12.02966037,-9.282732941,-2.746927433,37.59454827
998539200,1,1165.310059,1169.859985,1160.959961,1162.089966,986200000,1228.819916,1150.214105,1189.517011,0,0,-12.40620421,-9.907427194,-2.498777014,35.67525627
998625600,0,1162.089966,1185.150024,1162.089966,1184.930054,1043600000,1227.054888,1149.890143,1188.472516,0,0,-10.73783462,-10.07350868,-0.664325939,54.63136405
998884800,0,1184.930054,1186.849976,1178.069946,1179.209961,842600000,1225.229416,1149.18461,1187.207013,0,0,-9.764642675,-10.01173548,0.247092803,50.34416661
998971200,0,1179.209961,1179.660034,1161.170044,1161.51001,987100000,1222.631489,1146.81054,1184.721014,0,0,-10.30285428,-10.06995924,-0.23289504,39.3256282
999057600,0,1161.51001,1166.969971,1147.380005,1148.560059,963700000,1219.558036,1143.146993,1181.352515,0,0,-11.64016312,-10.38400001,-1.256163102,33.19277745
999144000,1,1148.599976,1151.75,1124.869995,1129.030029,1157000000,1217.024231,1136.508802,1176.766516,0,1,-14.11321189,-11.12984239,-2.983369497,26.10778429
999230400,0,1129.030029,1141.829956,1126.380005,1133.579956,920100000,1213.314816,1132.141215,1172.728015,0,0,-15.52699424,-12.00927276,-3.517721485,30.11750102
999576000,0,1133.579956,1155.400024,1129.060059,1132.939941,1178300000,1211.427275,1127.274751,1169.351013,0,0,-16.50876801,-12.90917181,-3.5995962,29.85455943
999662400,0,1132.939941,1135.52002,1114.859985,1131.73999,1384500000,1207.599142,1123.836881,1165.718012,0,0,-17.18555246,-13.76444794,-3.421104519,29.30115032
999748800,0,1131.73999,1131.73999,1105.829956,1106.400024,1359700000,1210.496655,1113.226367,1161.861511,0,1,-19.54137172,-14.9198327,-4.621539026,20.18437335
999835200,1,1106.400024,1106.400024,1082.119995,1085.780029,1424300000,1215.165562,1098.792458,1156.97901,0,1,-22.80930526,-16.49772721,-6.311578048,15.62091929
1000094400,0,1085.780029,1096.939941,1073.150024,1092.540039,1276600000,1214.769876,1089.426145,1152.09801,0,0,-24.57045688,-18.11227314,-6.45818374,22.26876131
1000699200,0,1092.540039,1092.540039,1037.459961,1038.77002,2330830000,1222.339607,1066.604411,1144.472009,0,1,-29.95961757,-20.48174203,-9.477875543,12.92380775
1000785600,0,1038.77002,1046.420044,1029.25,1032.73999,1650410000,1226.583581,1046.961439,1136.77251,0,1,-34.32150236,-23.24969409,-11.07180826,12.25817585
1000872000,0,1032.73999,1038.910034,984.619995,1016.099976,2120550000,1231.133928,1026.219088,1128.676508,0,1,-38.67521375,-26.33479802,-12.34041572,10.53114072
1000958400,0,1016.099976,1016.099976,984.48999,984.539978,2004800000,1236.596834,1001.044175,1118.820505,0,1,-44.16310469,-29.90045936,-14.26264533,8.049340532
1001044800,1,984.539978,984.539978,944.75,965.799988,2317300000,1243.190027,974.833984,1109.012006,0,1,-49.45437908,-33.8112433,-15.64313578,6.930349007
1001304000,1,965.799988,1008.440002,965.799988,1003.450012,1746600000,1239.297335,961.9306741,1100.614005,0,0,-50.03296104,-37.05558685,-12.97737419,29.61335354
1001390400,0,1003.450012,1017.140015,998.330017,1012.27002,1613800000,1234.712786,952.0162237,1093.364505,0,0,-49.21249942,-39.48696937,-9.725530059,33.96372828
1001476800,1,1012.27002,1020.289978,1002.619995,1007.039978,1519100000,1227.559291,943.3427107,1085.451001,0,0,-48.42607274,-41.27479004,-7.151282698,32.5857322
1001563200,1,1007.039978,1018.919983,998.23999,1018.609985,1467000000,1218.569932,937.9840719,1078.277002,0,0,-46.33509887,-42.28685181,-4.048247068,38.91222851
1001649600,0,1018.609985,1040.939941,1018.609985,1040.939941,1631500000,1202.844859,939.3101339,1071.077496,0,0,-42.38752914,-42.30698727,-0.08054187,49.47182257
1001908800,1,1040.939941,1040.939941,1026.76001,1038.550049,1175600000,1186.173573,941.9154285,1064.044501,0,0,-39.00230175,-41.64605017,2.643748423,48.43783346
1001995200,1,1038.550049,1051.329956,1034.469971,1051.329956,1289800000,1171.769142,945.3018543,1058.535498,0,0,-34.88610762,-40.29406166,5.407954037,54.32773373
1002081600,0,1051.329956,1075.380005,1041.47998,1072.280029,1650600000,1160.050439,949.3925539,1054.721497,0,0,-29.59237583,-38.15372449,8.561348662,62.44254915
1002168000,1,1072.280029,1084.119995,1067.819946,1069.630005,1609100000,1151.457877,952.0451141,1051.751495,0,0,-25.31902804,-35.5867852,10.26775716,60.8642103
1002254400,0,1069.619995,1072.349976,1053.5,1071.380005,1301700000,1141.227061,956.0559341,1048.641498,0,0,-21.54282646,-32.77799346,11.23516699,61.60372175
1002513600,0,1071.369995,1071.369995,1056.880005,1062.439941,979000000,1129.162937,961.070059,1045.116498,0,0,-19.05192918,-30.0327806,10.98085142,55.42975551
1002600000,1,1062.439941,1063.369995,1053.829956,1056.75,1227800000,1115.21407,967.5199267,1041.366998,0,0,-17.3371539,-27.49365526,10.15650136,51.62984668
1002686400,1,1056.75,1081.619995,1052.76001,1080.98999,1312400000,1110.001704,970.1912886,1040.096497,0,0,-13.86242017,-24.76740824,10.90498807,63.82130569
1002772800,0,1080.98999,1099.160034,1080.98999,1097.430054,1704580000,1112.358653,968.9993428,1040.678998,0,0,-9.670616052,-21.7480498,12.07743375,69.78161094
1002859200,0,1097.430054,1097.430054,1072.150024,1091.650024,1331400000,1112.179565,969.0894288,1040.634497,0,0,-6.737317597,-18.74590336,12.00858577,65.41006837
1003118400,1,1091.650024,1091.650024,1078.189941,1089.97998,1024700000,1118.048096,968.3418937,1043.194995,0,0,-4.495593627,-15.89584142,11.40024779,64.0719112
1003204800,0,1089.97998,1101.660034,1087.130005,1097.540039,1210500000,1124.904987,967.9650079,1046.434998,0,0,-2.084943717,-13.13366188,11.04871816,67.54047626
1003291200,0,1097.540039,1107.119995,1076.569946,1077.089966,1452200000,1127.73085,971.2381436,1049.484497,0,0,-1.803842702,-10.86769804,9.063855339,51.90136432
1003377600,1,1077.089966,1077.939941,1064.540039,1068.609985,1262900000,1126.056123,981.3198718,1053.687997,0,0,-2.239515974,-9.142061628,6.902545654,46.72478144
1003464000,1,1068.609985,1075.52002,1057.23999,1073.47998,1294900000,1118.833123,999.3108708,1059.071997,0,0,-2.166844252,-7.747018153,5.5801739,50.02753888
1003723200,0,1073.47998,1090.569946,1070.790039,1089.900024,1105700000,1118.544045,1008.24495,1063.394498,0,0,-0.775353276,-6.352685177,5.577331901,59.73801148
1003809600,1,1089.900024,1098.98999,1081.530029,1084.780029,1317300000,1117.340525,1016.699471,1067.019998,0,0,-0.084750509,-5.099098244,5.014347735,55.83450062
1003896000,1,1084.780029,1090.26001,1079.97998,1085.199951,1336200000,1113.118535,1028.737458,1070.927997,0,0,0.490783905,-3.981121814,4.471905719,56.10593039
1003982400,1,1085.199951,1100.089966,1065.640015,1100.089966,1364400000,1111.236594,1038.767397,1075.001996,0,0,2.123915665,-2.760114318,4.884029984,64.92538383
1004068800,0,1100.089966,1110.609985,1094.23999,1104.609985,1244500000,1112.978751,1043.392245,1078.185498,0,0,3.739802,-1.460131054,5.199933055,67.23152101
1004328000,0,1104.609985,1104.609985,1078.300049,1078.300049,1106100000,1109.553446,1050.79255,1080.172998,0,0,2.864392673,-0.595226309,3.459618982,46.63704737
1004414400,0,1078.300049,1078.300049,1053.609985,1059.790039,1297400000,1108.430915,1052.761089,1080.596002,0,0,0.669306019,-0.342319843,1.011625862,37.34956373
1004500800,1,1059.790039,1074.790039,1057.550049,1059.780029,1352500000,1109.122342,1050.819662,1079.971002,0,0,-1.058917155,-0.485639306,-0.573277849,37.34492313
1004587200,1,1059.780029,1085.609985,1054.310059,1084.099976,1317400000,1109.48118,1051.907821,1080.694501,0,0,-0.460817976,-0.48067504,0.019857064,53.5306286
1004673600,1,1084.099976,1089.630005,1075.579956,1087.199951,1121900000,1110.063162,1052.907833,1081.485498,0,0,0.260321186,-0.332475795,0.592796981,55.23157511
1004936400,1,1087.199951,1106.719971,1087.199951,1102.839966,1267700000,1112.126124,1054.884874,1083.505499,0,0,2.069986158,0.148016596,1.921969562,63.09536128
1005022800,0,1102.839966,1119.72998,1095.359985,1118.859985,1356000000,1116.46015,1056.761847,1086.610998,1,0,4.742175487,1.066848374,3.675327113,69.43975929
1005109200,1,1118.859985,1126.619995,1112.97998,1115.800049,1411300000,1120.769606,1055.933397,1088.351501,0,0,6.537631771,2.161005053,4.376626717,66.90483952
1005195600,1,1115.800049,1135.75,1115.420044,1118.540039,1517500000,1124.346287,1054.467714,1089.407001,0,0,8.088400064,3.346484056,4.741916008,68.10772972
1005282000,0,1118.540039,1123.02002,1111.130005,1120.310059,1093800000,1128.41793,1053.262074,1090.840002,0,0,9.352412145,4.547669673,4.804742471,68.94895973
1005541200,1,1120.310059,1121.709961,1098.319946,1118.329956,991600000,1131.786971,1052.728032,1092.257501,0,0,10.07819787,5.653775313,4.424422558,66.67870803
1005627600,1,1118.329956,1139.140015,1118.329956,1139.089966,1370100000,1139.059428,1049.610567,1094.334998,1,0,12.18805133,6.960630516,5.227420811,76.17051084
1005714000,1,1139.089966,1148.280029,1132.869995,1141.209961,1443400000,1146.089632,1048.992362,1097.540997,0,0,13.87129165,8.342762743,5.528528911,76.94436505
1005800400,0,1141.209961,1146.459961,1135.060059,1142.23999,1454500000,1151.663781,1050.781214,1101.222498,0,0,15.11415985,9.697042164,5.417117683,77.35660351
1005886800,1,1142.23999,1143.52002,1129.920044,1138.650024,1337400000,1155.788844,1053.173156,1104.481,0,0,15.62929679,10.88349309,4.745803697,72.16739367
1006146000,0,1138.650024,1151.060059,1138.650024,1151.060059,1316800000,1162.35799,1052.720013,1107.539001,0,0,16.84475676,12.07574582,4.769010937,78.04251684
1006232400,0,1151.060059,1152.449951,1142.170044,1142.660034,1330200000,1166.294368,1054.571635,1110.433002,0,0,16.93498971,13.0475946,3.887395111,66.99726436
1006318800,1,1142.660034,1142.660034,1129.780029,1137.030029,1029300000,1168.765855,1057.283157,1113.024506,0,0,16.3635765,13.71079098,2.65278552,60.38775291
1006491600,1,1137.030029,1151.050049,1135.900024,1150.339966,410300000,1173.316265,1057.757746,1115.537006,0,0,16.79116994,14.32686677,2.464303166,68.78734396
1006750800,0,1150.339966,1157.880005,1146.170044,1157.420044,1129800000,1178.619647,1057.73537,1118.177509,0,0,17.49961923,14.96141726,2.538201963,72.38180589
1006837200,0,1157.420044,1163.380005,1140.810059,1149.5,1288000000,1180.658261,1062.816752,1121.737506,0,0,17.22344784,15.41382338,1.809624465,63.01513066
1006923600,1,1149.5,1149.5,1128.290039,1128.52002,1423700000,1176.396299,1073.951712,1125.174005,0,0,15.13717901,15.3584945,-0.221315497,45.15492204
1007010000,0,1128.52002,1140.400024,1125.51001,1140.199951,1375700000,1170.461082,1087.928921,1129.195001,0,0,14.26186682,15.13916897,-0.877302147,53.60228892
1007096400,0,1140.199951,1143.569946,1135.890015,1139.449951,1343600000,1167.524592,1096.400408,1131.9625,0,0,13.35372346,14.78207987,-1.428356405,52.99749429
1007355600,1,1139.449951,1139.449951,1125.780029,1129.900024,1202900000,1162.812252,1105.382755,1134.097504,0,0,11.72821841,14.17130758,-2.443089166,45.46128434
1007442000,1,1129.900024,1144.800049,1128.859985,1144.800049,1318500000,1161.184044,1111.206971,1136.195508,0,0,11.50962564,13.63897119,-2.129345551,56.57730364
1007528400,0,1143.77002,1173.619995,1143.77002,1170.349976,1765300000,1166.677654,1110.862361,1138.770007,1,0,13.24537048,13.56025105,-0.314880563,69.05604492
1007614800,0,1170.349976,1173.349976,1164.430054,1167.099976,1487900000,1169.77833,1112.891677,1141.335004,0,0,14.19508088,13.68721701,0.50786387,66.26121742
1007701200,0,1167.099976,1167.099976,1152.660034,1158.310059,1248200000,1170.593375,1116.053634,1143.323505,0,0,14.07619872,13.76501336,0.311185366,58.83088857
1007960400,0,1158.310059,1158.310059,1139.660034,1139.930054,1218700000,1169.414651,1119.194358,1144.304504,0,0,12.35643368,13.48329742,-1.126863741,46.30325815
1008046800,1,1139.930054,1150.890015,1134.319946,1136.76001,1367200000,1167.517031,1122.934983,1145.226007,0,0,10.61534435,12.90970681,-2.294362453,44.42083267
1008133200,0,1136.76001,1141.579956,1126.01001,1137.069946,1449700000,1167.55099,1122.699022,1145.125006,0,0,9.154994685,12.15876438,-3.003769698,44.67457076
1008219600,1,1137.069946,1137.069946,1117.849976,1119.380005,1511500000,1169.217224,1118.849793,1144.033508,0,0,6.495352275,11.02608196,-4.530729686,34.34761182
1008306000,1,1119.380005,1128.280029,1114.530029,1123.089966,1306800000,1169.946542,1116.205472,1143.076007,0,0,4.633517051,9.747568979,-5.114051928,37.82549708
1008565200,1,1123.089966,1137.300049,1122.660034,1134.359985,1260400000,1169.948427,1115.774583,1142.861505,0,0,4.021043481,8.602263879,-4.581220398,47.562209
1008651600,1,1134.359985,1145.099976,1134.359985,1142.920044,1354000000,1169.265953,1115.643056,1142.454504,0,0,4.178215123,7.717454128,-3.539239005,53.89055108
1008738000,0,1142.920044,1152.439941,1134.75,1149.560059,1484900000,1169.799005,1115.800006,1142.799506,0,0,4.783428118,7.130648926,-2.347220808,58.38555313
1008824400,1,1149.560059,1151.420044,1139.930054,1139.930054,1490500000,1169.844509,1116.044505,1142.944507,0,0,4.434880315,6.591495204,-2.156614889,50.19674204
1008910800,0,1139.930054,1147.459961,1139.930054,1144.890015,1694000000,1169.366204,1115.977815,1142.672009,0,0,4.50692801,6.174581765,-1.667653755,54.02854655
1009170000,1,1144.890015,1147.829956,1144.619995,1144.650024,439670000,1167.838483,1116.228534,1142.033508,0,0,4.49287005,5.838239422,-1.345369372,53.79746144
1009342800,1,1144.650024,1159.180054,1144.650024,1149.369995,791100000,1167.824128,1116.229888,1142.027008,0,0,4.807177083,5.632026954,-0.824849871,57.88513652
1009429200,1,1149.369995,1157.130005,1149.369995,1157.130005,876300000,1169.273942,1117.641073,1143.457507,0,0,5.617678524,5.629157268,-0.011478744,63.93764577
1009515600,0,1157.130005,1164.640015,1157.130005,1161.02002,917400000,1171.417398,1117.579624,1144.498511,0,0,6.498982235,5.803122262,0.695859973,66.70530142
1009774800,1,1161.02002,1161.160034,1148.040039,1148.079956,943600000,1171.78475,1118.075272,1144.930011,0,0,6.083144056,5.85912662,0.224017436,51.5269266
1009947600,1,1148.079956,1154.670044,1136.22998,1154.670044,1171000000,1172.38173,1119.955294,1146.168512,0,0,6.21372636,5.930046568,0.283679792,57.24389456
1010034000,1,1154.670044,1165.27002,1154.01001,1165.27002,1398900000,1174.744543,1119.639478,1147.192011,0,0,7.090804868,6.162198228,0.928606639,64.92210919
1010120400,0,1165.27002,1176.550049,1163.420044,1172.51001,1513000000,1175.248842,1119.351183,1147.300012,0,0,8.274716805,6.584701944,1.690014862,69.27111425
1010379600,0,1172.51001,1176.969971,1163.550049,1164.890015,1308300000,1174.824452,1119.554576,1147.189514,0,0,8.500121522,6.967785859,1.532335663,60.20622568
1010466000,0,1164.890015,1167.599976,1157.459961,1160.709961,1258800000,1175.167701,1119.451318,1147.309509,0,0,8.246401576,7.223509003,1.022892574,55.6008326
1010552400,1,1160.709961,1174.26001,1151.890015,1155.140015,1452000000,1175.910409,1120.229606,1148.070007,0,0,7.50931588,7.280670378,0.228645502,49.74978647
1010638800,0,1155.140015,1159.930054,1150.849976,1156.550049,1299000000,1176.612638,1121.506381,1149.059509,0,0,6.958732182,7.216282739,-0.257550557,51.24832622
1010725200,0,1156.550049,1159.410034,1145.449951,1145.599976,1211900000,1176.516837,1122.455185,1149.486011,0,0,5.5745513,6.887936451,-1.313385151,40.44160255
1010984400,1,1145.599976,1145.599976,1138.150024,1138.410034,1286400000,1174.141209,1126.733816,1150.437512,0,0,3.852994822,6.280948125,-2.427953303,34.87063647
1011070800,0,1138.410034,1148.810059,1136.880005,1146.189941,1386900000,1171.657317,1131.527706,1151.592511,0,0,3.0809076,5.64094002,-2.56003242,44.4283193
1011157200,1,1146.189941,1146.189941,1127.48999,1127.569946,1482500000,1172.725888,1129.780131,1151.253009,0,1,0.955530175,4.703858051,-3.748327876,31.61583182
1011243600,0,1127.569946,1139.27002,1127.569946,1138.880005,1380100000,1172.926195,1129.175819,1151.051007,0,0,0.181686127,3.799423666,-3.617737539,43.11363721
1011330000,0,1138.880005,1138.880005,1124.449951,1127.579956,1333300000,1174.220237,1125.683767,1149.952002,0,0,-1.328100852,2.773918763,-4.102019614,36.11369204
1011675600,1,1127.579956,1135.26001,1117.910034,1119.310059,1311600000,1176.507152,1121.334853,1148.921002,0,1,-3.155554219,1.588024167,-4.743578385,31.75937891
1011762000,1,1119.310059,1131.939941,1117.430054,1128.180054,1479200000,1177.157851,1119.013158,1148.085504,0,0,-3.843780996,0.501663134,-4.34544413,40.61991081
1011848400,1,1128.180054,1139.5,1128.180054,1132.150024,1552800000,1177.369246,1117.551763,1147.460504,0,0,-4.022493475,-0.403168188,-3.619325287,44.3514051
1011934800,0,1132.150024,1138.310059,1127.819946,1133.280029,1345100000,1177.207175,1116.104837,1146.656006,0,0,-4.026527143,-1.127839979,-2.898687164,45.47669687
1012194000,0,1133.280029,1138.630005,1126.660034,1133.060059,1186800000,1176.162367,1114.74265,1145.452509,0,0,-4.00134854,-1.702541691,-2.298806849,45.27107809
1012280400,1,1133.060059,1137.469971,1098.73999,1100.640015,1812000000,1178.161216,1106.705801,1142.433508,0,1,-6.522236637,-2.66648068,-3.855755957,25.59273288
1012366800,1,1100.640015,1113.790039,1081.660034,1113.569946,2019600000,1178.557861,1102.858155,1140.708008,0,0,-7.391516443,-3.611487833,-3.78002861,37.99556836
1012453200,0,1113.569946,1130.209961,1113.300049,1130.199951,1557000000,1177.014689,1101.954318,1139.484503,0,0,-6.66173223,-4.221536712,-2.440195517,50.2919296
1012539600,0,1130.199951,1130.199951,1118.51001,1122.199951,1367200000,1173.551252,1101.110747,1137.331,0,0,-6.652223433,-4.707674056,-1.944549376,45.30487283
1012798800,0,1122.199951,1122.199951,1092.25,1094.439941,1437600000,1170.501789,1096.353203,1133.427496,0,1,-8.783438439,-5.522826933,-3.260611506,32.42941533
1012885200,0,1094.439941,1100.959961,1082.579956,1090.02002,1778300000,1168.46254,1090.905453,1129.683997,0,1,-10.70568391,-6.559398329,-4.146285583,30.82026394
1012971600,0,1090.02002,1093.579956,1077.780029,1083.51001,1665800000,1166.89997,1084.748028,1125.823999,0,1,-12.60903163,-7.769324989,-4.839706642,28.42337208
1013058000,1,1083.51001,1094.030029,1078.439941,1080.170044,1441600000,1165.502871,1078.64813,1122.075501,0,0,-14.22300184,-9.06006036,-5.162941482,27.17239789
1013144400,1,1080.170044,1096.300049,1079.910034,1096.219971,1371900000,1160.750157,1077.367836,1119.058997,0,0,-14.04508687,-10.05706566,-3.988021208,41.45854673
1013403600,0,1096.219971,1112.01001,1094.680054,1111.939941,1159400000,1157.233197,1077.518793,1117.375995,0,0,-12.49162213,-10.54397695,-1.947645172,52.08157331
1013490000,1,1111.939941,1112.680054,1102.97998,1107.5,1094200000,1154.636805,1077.024181,1115.830493,0,0,-11.48634878,-10.73245132,-0.75389746,49.17360159
1013576400,0,1107.5,1120.560059,1107.5,1118.51001,1215900000,1150.575917,1078.317076,1114.446497,0,0,-9.689551499,-10.52387136,0.834319857,56.17502278
1013662800,0,1118.51001,1124.719971,1112.300049,1116.47998,1272500000,1149.510155,1078.273841,1113.891998,0,0,-8.333321817,-10.08576145,1.752439631,54.57561875
1013749200,0,1116.47998,1117.089966,1103.22998,1104.180054,1359200000,1145.985731,1078.32827,1112.157001,0,0,-8.156972752,-9.700003709,1.543030956,45.51570345
1014094800,1,1104.180054,1104.180054,1082.23999,1083.339966,1189900000,1145.279536,1074.610466,1109.945001,0,0,-9.588307739,-9.677664515,0.089356776,34.36336171
1014181200,0,1083.339966,1098.319946,1074.359985,1097.97998,1438900000,1144.310339,1073.446655,1108.878497,0,0,-9.43259121,-9.628649854,0.196058644,45.23923558
