Date,Open,High,Low,Close,Adj Close,Volume
2/10/2000,19915.5293,19915.56055,19710.01953,19710.01953,19710.01953,0
2/11/2000,null,null,null,null,null,null
2/14/2000,19698.57031,19748.41992,19556.46094,19556.46094,19556.46094,0
2/15/2000,19587.82031,19689.16016,19331.05078,19367.83008,19367.83008,0
2/16/2000,19418.56055,19612.59961,19300.14063,19599.17969,19599.17969,0
2/17/2000,19646.36914,19803.68945,19518.08008,19791.40039,19791.40039,0
2/18/2000,19852.17969,19862.93945,19670.05078,19789.0293,19789.0293,0
2/21/2000,19736.15039,19763.50977,19543.75,19543.75,19543.75,0
2/22/2000,19553.61914,19712.36914,19353.40039,19390.58008,19390.58008,0
2/23/2000,19439.16992,19527.78906,19373.03906,19519.55078,19519.55078,0
2/24/2000,19616.25977,19698.94922,19558.03906,19571.43945,19571.43945,0
2/25/2000,19623.38086,19817.88086,19539,19817.88086,19817.88086,0
2/28/2000,19783.43945,19904.85938,19713.85938,19720.09961,19720.09961,0
2/29/2000,19761.51953,19978.75,19747.01953,19959.51953,19959.51953,0
3/1/2000,20030.08008,20165.50977,20007.64063,20081.66992,20081.66992,0
3/2/2000,20097.58984,20202.96094,19903.28906,20065.10938,20065.10938,0
3/3/2000,20023.03906,20034.59961,19859.41992,19927.53906,19927.53906,0
3/6/2000,20041.48047,20160.0293,19742.58008,19796.34961,19796.34961,0
3/7/2000,19802.53906,19944.24023,19704.23047,19944.24023,19944.24023,0
3/8/2000,19856.36914,19856.36914,19692.03906,19766.80078,19766.80078,0
3/9/2000,19751.7207,19885.53906,19614.82031,19662.33008,19662.33008,0
3/10/2000,19734.83984,19982.43945,19686.5,19750.40039,19750.40039,0
3/13/2000,19731.5,19760.34961,19060.08008,19189.92969,19189.92969,0
3/14/2000,19139.57031,19335.2207,18956.25,19141.83984,19141.83984,0
3/15/2000,19120.06055,19120.06055,18765.88086,19078.59961,19078.59961,0
3/16/2000,19095.63086,19313.17969,18892.25977,19253.23047,19253.23047,0
