Date,Price
1/6/2006,996
1/9/2006,999
1/10/2006,1020
1/11/2006,1011
1/12/2006,1020
1/13/2006,1030
1/16/2006,1053
1/17/2006,1037
1/18/2006,1030
1/19/2006,1042
1/20/2006,1048
1/23/2006,1045
1/24/2006,1047
1/25/2006,1061
1/26/2006,1056
1/27/2006,1062
1/30/2006,1077
1/31/2006,1076
2/1/2006,1077
2/2/2006,1082
2/3/2006,1082
2/6/2006,1075
2/7/2006,1065
2/8/2006,1053
2/9/2006,1069
2/10/2006,1065
2/13/2006,1028
2/14/2006,1015
2/15/2006,1017
2/16/2006,1000
2/17/2006,1015
2/20/2006,1033
2/21/2006,1027
2/22/2006,1027
2/23/2006,1029
2/24/2006,1035
2/27/2006,1040
2/28/2006,1054
3/1/2006,1049
3/2/2006,1054
3/3/2006,1062
3/6/2006,1052
3/7/2006,1042
3/8/2006,1013
3/9/2006,1020
3/10/2006,1009
3/13/2006,1021
3/14/2006,1021
3/15/2006,1033
3/16/2006,1031
3/17/2006,1036
3/20/2006,1039
3/21/2006,1038
3/22/2006,1043
3/23/2006,1040
3/24/2006,1045
3/27/2006,1070
3/28/2006,1075
3/29/2006,1068
3/30/2006,1094
3/31/2006,1075
4/3/2006,1075
4/4/2006,1078
4/5/2006,1073
4/6/2006,1087
4/7/2006,1077
4/10/2006,1098
4/11/2006,1089
4/12/2006,1090
4/13/2006,1078
4/17/2006,1103
4/18/2006,1108
4/19/2006,1120
4/20/2006,1124
4/21/2006,1118
4/24/2006,1123
4/25/2006,1130
4/26/2006,1133
4/27/2006,1130
4/28/2006,1148
5/1/2006,1170
5/2/2006,1173
5/3/2006,1187
5/4/2006,1178
5/5/2006,1183
5/8/2006,1191
5/9/2006,1232
5/10/2006,1248
5/11/2006,1296
5/12/2006,1330
5/15/2006,1293
5/16/2006,1300
5/17/2006,1335
5/18/2006,1330
5/19/2006,1304
5/22/2006,1283
5/23/2006,1308
5/24/2006,1300
5/25/2006,1292
5/26/2006,1297
5/29/2006,
5/30/2006,1300
5/31/2006,1285
6/1/2006,1227
6/2/2006,1245
6/5/2006,1258
6/6/2006,1237
6/7/2006,1225
6/8/2006,1224
6/9/2006,1205
6/12/2006,1180
6/13/2006,1140
6/14/2006,1130
6/15/2006,1167
6/16/2006,1162
6/19/2006,1142
6/20/2006,1162
6/21/2006,1180
6/22/2006,1190
6/23/2006,1172
6/26/2006,1188
6/27/2006,1187
6/28/2006,1192
6/29/2006,1195
6/30/2006,1232
7/3/2006,1245
7/4/2006,1232
7/5/2006,1236
7/6/2006,1233
7/7/2006,1234
7/10/2006,1220
7/11/2006,1236
7/12/2006,1262
7/13/2006,1258
7/14/2006,1256
7/17/2006,1245
7/18/2006,1234
7/19/2006,1213
7/20/2006,1225
7/21/2006,1220
7/24/2006,1200
7/25/2006,1230
7/26/2006,1222
7/27/2006,1236
7/28/2006,1218
7/31/2006,1231
8/1/2006,1236
8/2/2006,1251
8/3/2006,1242
8/4/2006,1245
8/7/2006,1253
8/8/2006,1242
8/9/2006,1245
8/10/2006,1252
8/11/2006,1248
8/14/2006,1221
8/15/2006,1228
8/16/2006,1238
8/17/2006,1242
8/18/2006,1220
8/21/2006,1236
8/22/2006,1232
8/23/2006,1234
8/24/2006,1230
8/25/2006,1226
8/28/2006,1222
8/29/2006,1219
8/30/2006,1234
8/31/2006,1248
9/1/2006,1245
9/4/2006,1250
9/5/2006,1270
9/6/2006,1271
9/7/2006,1258
9/8/2006,1225
9/11/2006,1204
9/12/2006,1211
9/13/2006,1192
9/14/2006,1191
9/15/2006,1153
9/18/2006,1162
9/19/2006,1163
9/20/2006,1138
9/21/2006,1135
9/22/2006,1157
9/25/2006,1130
9/26/2006,1131
9/27/2006,1143
9/28/2006,1153
9/29/2006,1144
10/2/2006,1153
10/3/2006,1127
10/4/2006,1105
10/5/2006,1088
10/6/2006,1074
10/9/2006,1090
10/10/2006,1074
10/11/2006,1068
10/12/2006,1073
10/13/2006,1076
10/16/2006,1090
10/17/2006,1089
10/18/2006,1087
10/19/2006,1084
10/20/2006,1084
10/23/2006,1075
10/24/2006,1055
10/25/2006,1066
10/26/2006,1085
10/27/2006,1075
10/30/2006,1089
10/31/2006,1076
11/1/2006,1102
11/2/2006,1111
11/3/2006,1200
11/6/2006,1180
11/7/2006,1192
11/8/2006,1170
11/9/2006,1195
11/10/2006,1222
11/13/2006,1188
11/14/2006,1189
11/15/2006,1163
11/16/2006,1200
11/17/2006,1163
11/20/2006,1265
11/21/2006,1360
11/22/2006,1150
11/23/2006,1168
11/24/2006,1197
11/27/2006,1178
11/28/2006,1186
11/29/2006,1152
11/30/2006,1175
12/1/2006,1160
12/4/2006,1162
12/5/2006,1145
12/6/2006,1130
12/7/2006,1125
12/8/2006,1120
12/11/2006,1110
12/12/2006,1114
12/13/2006,1109
12/14/2006,1114
12/15/2006,1112
12/18/2006,1107
12/19/2006,1123
12/20/2006,1126
12/21/2006,1124
12/22/2006,1125
12/26/2006,1131
12/27/2006,1128
12/28/2006,1122
12/29/2006,1120
1/2/2007,1138
1/3/2007,1139
1/4/2007,1131
1/5/2007,1125
1/8/2007,1122
1/9/2007,1126
1/10/2007,1149
1/11/2007,1146
1/12/2007,1140
1/15/2007,1150
1/16/2007,1145
1/17/2007,1139
1/18/2007,1164
1/19/2007,1157
1/22/2007,1163
1/23/2007,1171
1/24/2007,1169
1/25/2007,1183
1/26/2007,1173
1/29/2007,1167
1/30/2007,1173
1/31/2007,1172
2/1/2007,1194
2/2/2007,1168
2/5/2007,1168
2/6/2007,1190
2/7/2007,1199
2/8/2007,1190
2/9/2007,1200
2/12/2007,1192
2/13/2007,1197
2/14/2007,1219
2/15/2007,1217
2/16/2007,1199
2/19/2007,1220
2/20/2007,1211
2/21/2007,1213
2/22/2007,1229
2/23/2007,1238
2/26/2007,1240
2/27/2007,1233
2/28/2007,1245
3/1/2007,1252
3/2/2007,1206
3/5/2007,1169
3/6/2007,1194
3/7/2007,1190
3/8/2007,1200
3/9/2007,1208
3/12/2007,1200
3/13/2007,1221
3/14/2007,1209
3/15/2007,1221
3/16/2007,1223
3/19/2007,1230
3/20/2007,1237
3/21/2007,1236
3/22/2007,1239
3/23/2007,1237
3/26/2007,1241
3/27/2007,1243
3/28/2007,1250
3/29/2007,1245
3/30/2007,1248
4/2/2007,1238
4/3/2007,1249
4/4/2007,1250
4/5/2007,1254
4/9/2007,1257
4/10/2007,1266
4/11/2007,1269
4/12/2007,1270
4/13/2007,1273
4/16/2007,1280
4/17/2007,1274
4/18/2007,1284
4/19/2007,1296
4/20/2007,1321
4/23/2007,1322
4/24/2007,1325
4/25/2007,1311
4/26/2007,1304
4/27/2007,1285
4/30/2007,1290
5/1/2007,1288
5/2/2007,1291
5/3/2007,1303
5/4/2007,1325
5/7/2007,1338
5/8/2007,1334
5/9/2007,1330
5/10/2007,1325
5/11/2007,1327
5/14/2007,1330
5/15/2007,1323
5/16/2007,1329
5/17/2007,1305
5/18/2007,1312
5/21/2007,1310
5/22/2007,1298
5/23/2007,1297
5/24/2007,1294
5/25/2007,1279
5/28/2007,
5/29/2007,1271
5/30/2007,1261
5/31/2007,1285
6/1/2007,1294
6/4/2007,1296
6/5/2007,1299
6/6/2007,1291
6/7/2007,1303
6/8/2007,1292
6/11/2007,1294
6/12/2007,1293
6/13/2007,1278
6/14/2007,1280
6/15/2007,1281
6/18/2007,1297
6/19/2007,1292
6/20/2007,1299
6/21/2007,1293
6/22/2007,1304
6/25/2007,1292
6/26/2007,1276
6/27/2007,1270
6/28/2007,1284
6/29/2007,1276
7/2/2007,1281
7/3/2007,1284
7/4/2007,1286
7/5/2007,1293
7/6/2007,1290
7/9/2007,1306
7/10/2007,1299
7/11/2007,1310
7/12/2007,1312
7/13/2007,1316
7/16/2007,1316
7/17/2007,1312
7/18/2007,1313
7/19/2007,1325
7/20/2007,1336
7/23/2007,1333
7/24/2007,1336
7/25/2007,1320
7/26/2007,1317
7/27/2007,1287
7/30/2007,1272
7/31/2007,1295
8/1/2007,1286
8/2/2007,1292
8/3/2007,1289
8/6/2007,1297
8/7/2007,1285
8/8/2007,1289
8/9/2007,1271
8/10/2007,1274
8/13/2007,1280
8/14/2007,1276
8/15/2007,1265
8/16/2007,1249
8/17/2007,1249
8/20/2007,1253
8/21/2007,1247
8/22/2007,1244
8/23/2007,1249
8/24/2007,1244
8/27/2007,1250
8/28/2007,1259
8/29/2007,1264
8/30/2007,1270
8/31/2007,1272
9/3/2007,1272
9/4/2007,1273
9/5/2007,1276
9/6/2007,1284
9/7/2007,1292
9/10/2007,1295
9/11/2007,1296
9/12/2007,1304
9/13/2007,1300
9/14/2007,1298
9/17/2007,1302
9/18/2007,1303
9/19/2007,1310
9/20/2007,1326
9/21/2007,1335
9/24/2007,1335
9/25/2007,1336
9/26/2007,1351
9/27/2007,1353
9/28/2007,1384
10/1/2007,1382
10/2/2007,1362
10/3/2007,1356
10/4/2007,1361
10/5/2007,1369
10/8/2007,1372
10/9/2007,1362
10/10/2007,1392
10/11/2007,1397
10/12/2007,1419
10/15/2007,1429
10/16/2007,1413
10/17/2007,1424
10/18/2007,1450
10/19/2007,1455
10/22/2007,1434
10/23/2007,1450
10/24/2007,1440
10/25/2007,1451
10/26/2007,1457
10/29/2007,1463
10/30/2007,1447
10/31/2007,1445
11/1/2007,1449
11/2/2007,1445
11/5/2007,1461
11/6/2007,1476
11/7/2007,1473
11/8/2007,1465
11/9/2007,1438
11/12/2007,1392
11/13/2007,1418
11/14/2007,1444
11/15/2007,1425
11/16/2007,1454
11/19/2007,1458
11/20/2007,1463
11/21/2007,1471
11/22/2007,1470
11/23/2007,1478
11/26/2007,1478
11/27/2007,1459
11/28/2007,1443
11/29/2007,1443
11/30/2007,1444
12/3/2007,1453
12/4/2007,1467
12/5/2007,1471
12/6/2007,1463
12/7/2007,1461
12/10/2007,1466
12/11/2007,1465
12/12/2007,1477
12/13/2007,1478
12/14/2007,1465
12/17/2007,1486
12/18/2007,1512
12/19/2007,1511
12/20/2007,1517
12/21/2007,1519
12/24/2007,1531
12/26/2007,1542
12/27/2007,1547
12/28/2007,1535
12/31/2007,1532
1/2/2008,1545
1/3/2008,1538
1/4/2008,1548
1/7/2008,1534
1/8/2008,1546
1/9/2008,1554
1/10/2008,1542
1/11/2008,1568
1/14/2008,1581
1/15/2008,1578
1/16/2008,1565
1/17/2008,1567
1/18/2008,1564
1/21/2008,1551
1/22/2008,1543
1/23/2008,1550
1/24/2008,1595
1/25/2008,1685
1/28/2008,1698
1/29/2008,1697
1/30/2008,1690
1/31/2008,1735
2/1/2008,1760
2/4/2008,1790
2/5/2008,1772
2/6/2008,1817
2/7/2008,1840
2/8/2008,1865
2/11/2008,1928
2/12/2008,1943
2/13/2008,1935
2/14/2008,1985
2/15/2008,2065
2/18/2008,2115
2/19/2008,2150
2/20/2008,2077
2/21/2008,2185
2/22/2008,2161
2/25/2008,2155
2/26/2008,2128
2/27/2008,2148
2/28/2008,2136
2/29/2008,2155
3/3/2008,2182
3/4/2008,2278
3/5/2008,2193
3/6/2008,2230
3/7/2008,2087
3/10/2008,1950
3/11/2008,2065
3/12/2008,2050
3/13/2008,2115
3/14/2008,2105
3/17/2008,1995
3/18/2008,2000
3/19/2008,1918
3/20/2008,1820
3/24/2008,1880
3/25/2008,1955
3/26/2008,1995
3/27/2008,2010
3/28/2008,2010
3/31/2008,2045
4/1/2008,1915
4/2/2008,1940
4/3/2008,1985
4/4/2008,1995
4/7/2008,2038
4/8/2008,2012
4/9/2008,2003
4/10/2008,2032
4/11/2008,2024
4/14/2008,1962
4/15/2008,1995
4/16/2008,2028
4/17/2008,2052
4/18/2008,2031
4/21/2008,2038
4/22/2008,1995
4/23/2008,2008
4/24/2008,1996
4/25/2008,1955
4/28/2008,1970
4/29/2008,1956
4/30/2008,1934
5/1/2008,1890
5/2/2008,1880
5/5/2008,1924
5/6/2008,1948
5/7/2008,1954
5/8/2008,2006
5/9/2008,2085
5/12/2008,2058
5/13/2008,2065
5/14/2008,2038
5/15/2008,2080
5/16/2008,2141
5/19/2008,2168
5/20/2008,2147
5/21/2008,2175
5/22/2008,2170
5/23/2008,2185
5/26/2008,
5/27/2008,2147
5/28/2008,2058
5/29/2008,1991
5/30/2008,2013
6/2/2008,2020
6/3/2008,2010
6/4/2008,2003
6/5/2008,1990
6/6/2008,2055
6/9/2008,2052
6/10/2008,2020
6/11/2008,2026
6/12/2008,2009
6/13/2008,2048
6/16/2008,2050
6/17/2008,2052
6/18/2008,2108
6/19/2008,2072
6/20/2008,2073
6/23/2008,2053
6/24/2008,2035
6/25/2008,2016
6/26/2008,2075
6/27/2008,2058
6/30/2008,2069
7/1/2008,2080
7/2/2008,2075
7/3/2008,2038
7/4/2008,2016
7/7/2008,1995
7/8/2008,1991
7/9/2008,1975
7/10/2008,2004
7/11/2008,2045
7/14/2008,2022
7/15/2008,1992
7/16/2008,1955
7/17/2008,1904
7/18/2008,1855
7/21/2008,1856
7/22/2008,1870
7/23/2008,1777
7/24/2008,1734
7/25/2008,1734
7/28/2008,1761
7/29/2008,1762
7/30/2008,1729
7/31/2008,1763
8/1/2008,1646
8/4/2008,1595
8/5/2008,1570
8/6/2008,1628
8/7/2008,1605
8/8/2008,1555
8/11/2008,1548
8/12/2008,1499
8/13/2008,1490
8/14/2008,1516
8/15/2008,1405
8/18/2008,1390
8/19/2008,1328
8/20/2008,1372
8/21/2008,1417
8/22/2008,1435
8/25/2008,1440
8/26/2008,1430
8/27/2008,1448
8/28/2008,1500
8/29/2008,1485
9/1/2008,1452
9/2/2008,1387
9/3/2008,1397
9/4/2008,1420
9/5/2008,1395
9/8/2008,1380
9/9/2008,1275
9/10/2008,1218
9/11/2008,1172
9/12/2008,1192
9/15/2008,1176
9/16/2008,1086
9/17/2008,1078
9/18/2008,1137
9/19/2008,1160
9/22/2008,1208
9/23/2008,1220
9/24/2008,1235
9/25/2008,1205
9/26/2008,1145
9/29/2008,1098
9/30/2008,1010
10/1/2008,1015
10/2/2008,1000
10/3/2008,964
10/6/2008,1004
10/7/2008,1015
10/8/2008,1008
10/9/2008,1032
10/10/2008,1001
10/13/2008,992
10/14/2008,1036
10/15/2008,990
10/16/2008,920
10/17/2008,860
10/20/2008,885
10/21/2008,886
10/22/2008,857
10/23/2008,797
10/24/2008,783
10/27/2008,762
10/28/2008,815
10/29/2008,830
10/30/2008,858
10/31/2008,820
11/3/2008,825
11/4/2008,832
11/5/2008,875
11/6/2008,866
11/7/2008,854
11/10/2008,885
11/11/2008,826
11/12/2008,828
11/13/2008,830
11/14/2008,850
11/17/2008,820
11/18/2008,824
11/19/2008,835
11/20/2008,802
11/21/2008,820
11/24/2008,855
11/25/2008,872
11/26/2008,872
11/27/2008,870
11/28/2008,880
12/1/2008,815
12/2/2008,810
12/3/2008,810
12/4/2008,798
12/5/2008,798
12/8/2008,846
12/9/2008,812
12/10/2008,830
12/11/2008,848
12/12/2008,804
12/15/2008,838
12/16/2008,833
12/17/2008,859
12/18/2008,865
12/19/2008,853
12/22/2008,863
12/23/2008,855
12/24/2008,855
12/26/2008,885
12/29/2008,909
12/30/2008,904
12/31/2008,912
1/2/2009,931
1/5/2009,925
1/6/2009,960
1/7/2009,1000
1/8/2009,985
1/9/2009,983
1/12/2009,963
1/13/2009,936
1/14/2009,942
1/15/2009,920
1/16/2009,945
1/19/2009,960
1/20/2009,951
1/21/2009,930
1/22/2009,935
1/23/2009,935
1/26/2009,957
1/27/2009,953
1/28/2009,960
1/29/2009,956
1/30/2009,986
2/2/2009,970
2/3/2009,968
2/4/2009,965
2/5/2009,985
2/6/2009,993
2/9/2009,985
2/10/2009,1035
2/11/2009,1045
2/12/2009,1075
2/13/2009,1058
2/16/2009,1068
2/17/2009,1087
2/18/2009,1095
2/19/2009,1068
2/20/2009,1091
2/23/2009,1075
2/24/2009,1070
2/25/2009,1045
2/26/2009,1060
2/27/2009,1063
3/2/2009,1094
3/3/2009,1050
3/4/2009,1045
3/5/2009,1057
3/6/2009,1075
3/9/2009,1068
3/10/2009,1051
3/11/2009,1055
3/12/2009,1053
3/13/2009,1055
3/16/2009,1060
3/17/2009,1049
3/18/2009,1049
3/19/2009,1095
3/20/2009,1122
3/23/2009,1130
3/24/2009,1119
3/25/2009,1120
3/26/2009,1165
3/27/2009,1143
3/30/2009,1125
3/31/2009,1129
4/1/2009,1130
4/2/2009,1143
4/3/2009,1162
4/6/2009,1154
4/7/2009,1165
4/8/2009,1183
4/9/2009,1200
4/13/2009,1245
4/14/2009,1227
4/15/2009,1218
4/16/2009,1217
4/17/2009,1213
4/20/2009,1183
4/21/2009,1163
4/22/2009,1178
4/23/2009,1181
4/24/2009,1178
4/27/2009,1148
4/28/2009,1086
4/29/2009,1091
4/30/2009,1100
5/1/2009,1080
5/4/2009,1103
5/5/2009,1138
5/6/2009,1140
5/7/2009,1165
5/8/2009,1152
5/11/2009,1117
5/12/2009,1132
5/13/2009,1125
5/14/2009,1111
5/15/2009,1113
5/18/2009,1120
5/19/2009,1140
5/20/2009,1150
5/21/2009,1146
5/22/2009,1155
5/25/2009,
5/26/2009,1130
5/27/2009,1137
5/28/2009,1135
5/29/2009,1179
6/1/2009,1216
6/2/2009,1221
6/3/2009,1245
6/4/2009,1254
6/5/2009,1280
6/8/2009,1232
6/9/2009,1252
6/10/2009,1271
6/11/2009,1257
6/12/2009,1248
6/15/2009,1238
6/16/2009,1229
6/17/2009,1203
6/18/2009,1210
6/19/2009,1215
6/22/2009,1187
6/23/2009,1172
6/24/2009,1175
6/25/2009,1180
6/26/2009,1208
6/29/2009,1188
6/30/2009,1189
7/1/2009,1200
7/2/2009,1188
7/3/2009,1190
7/6/2009,1154
7/7/2009,1145
7/8/2009,1111
7/9/2009,1109
7/10/2009,1095
7/13/2009,1098
7/14/2009,1133
7/15/2009,1159
7/16/2009,1164
7/17/2009,1173
7/20/2009,1188
7/21/2009,1187
7/22/2009,1168
7/23/2009,1177
7/24/2009,1188
7/27/2009,1215
7/28/2009,1215
7/29/2009,1178
7/30/2009,1185
7/31/2009,1193
8/3/2009,1222
8/4/2009,1238
8/5/2009,1283
8/6/2009,1284
8/7/2009,1268
8/10/2009,1248
8/11/2009,1249
8/12/2009,1235
8/13/2009,1268
8/14/2009,1274
8/17/2009,1235
8/18/2009,1224
8/19/2009,1232
8/20/2009,1245
8/21/2009,1249
8/24/2009,1246
8/25/2009,1245
8/26/2009,1244
8/27/2009,1238
8/28/2009,1249
8/31/2009,1243
9/1/2009,1236
9/2/2009,1213
9/3/2009,1245
9/4/2009,1253
9/7/2009,1259
9/8/2009,1290
9/9/2009,1290
9/10/2009,1283
9/11/2009,1296
9/14/2009,1314
9/15/2009,1306
9/16/2009,1342
9/17/2009,1339
9/18/2009,1345
9/21/2009,1314
9/22/2009,1335
9/23/2009,1329
9/24/2009,1326
9/25/2009,1283
9/28/2009,1274
9/29/2009,1273
9/30/2009,1290
10/1/2009,1294
10/2/2009,1274
10/5/2009,1282
10/6/2009,1313
10/7/2009,1327
10/8/2009,1335
10/9/2009,1342
10/12/2009,1343
10/13/2009,1359
10/14/2009,1360
10/15/2009,1341
10/16/2009,1344
10/19/2009,1354
10/20/2009,1375
10/21/2009,1352
10/22/2009,1361
10/23/2009,1375
10/26/2009,1362
10/27/2009,1330
10/28/2009,1317
10/29/2009,1331
10/30/2009,1325
11/2/2009,1335
11/3/2009,1329
11/4/2009,1364
11/5/2009,1360
11/6/2009,1355
11/9/2009,1360
11/10/2009,1356
11/11/2009,1369
11/12/2009,1368
11/13/2009,1364
11/16/2009,1426
11/17/2009,1442
11/18/2009,1457
11/19/2009,1441
11/20/2009,1437
11/23/2009,1472
11/24/2009,1460
11/25/2009,1473
11/26/2009,1457
11/27/2009,1428
11/30/2009,1445
12/1/2009,1475
12/2/2009,1490
12/3/2009,1498
12/4/2009,1478
12/7/2009,1432
12/8/2009,1444
12/9/2009,1422
12/10/2009,1423
12/11/2009,1432
12/14/2009,1442
12/15/2009,1437
12/16/2009,1458
12/17/2009,1440
12/18/2009,1423
12/21/2009,1432
12/22/2009,1412
12/23/2009,1403
12/24/2009,1470
12/28/2009,1485
12/29/2009,1475
12/30/2009,1461
12/31/2009,1475
1/4/2010,1510
1/5/2010,1520
1/6/2010,1558
1/7/2010,1555
1/8/2010,1573
1/11/2010,1594
1/12/2010,1589
1/13/2010,1578
1/14/2010,1603
1/15/2010,1603
1/18/2010,1620
1/19/2010,1623
1/20/2010,1628
1/21/2010,1616
1/22/2010,1549
1/25/2010,1547
1/26/2010,1510
1/27/2010,1524
1/28/2010,1527
1/29/2010,1517
2/1/2010,1526
2/2/2010,1563
2/3/2010,1583
2/4/2010,1549
2/5/2010,1480
2/8/2010,1480
2/9/2010,1500
2/10/2010,1513
2/11/2010,1513
2/12/2010,1510
2/15/2010,1517
2/16/2010,1536
2/17/2010,1548
2/18/2010,1535
2/19/2010,1516
2/22/2010,1538
2/23/2010,1525
2/24/2010,1510
2/25/2010,1518
2/26/2010,1538
3/1/2010,1553
3/2/2010,1565
3/3/2010,1583
3/4/2010,1580
3/5/2010,1580
3/8/2010,1607
3/9/2010,1582
3/10/2010,1607
3/11/2010,1590
3/12/2010,1622
3/15/2010,1619
3/16/2010,1632
3/17/2010,1639
3/18/2010,1632
3/19/2010,1624
3/22/2010,1578
3/23/2010,1597
3/24/2010,1589
3/25/2010,1597
3/26/2010,1603
3/29/2010,1620
3/30/2010,1626
3/31/2010,1648
4/1/2010,1662
4/5/2010,1687
4/6/2010,1705
4/7/2010,1718
4/8/2010,1705
4/9/2010,1720
4/12/2010,1730
4/13/2010,1720
4/14/2010,1730
4/15/2010,1722
4/16/2010,1710
4/19/2010,1687
4/20/2010,1720
4/21/2010,1738
4/22/2010,1737
4/23/2010,1728
4/26/2010,1754
4/27/2010,1727
4/28/2010,1716
4/29/2010,1716
4/30/2010,1742
5/3/2010,1742
5/4/2010,1710
5/5/2010,1640
5/6/2010,1665
5/7/2010,1658
5/10/2010,1697
5/11/2010,1693
5/12/2010,1710
5/13/2010,1732
5/14/2010,1725
5/17/2010,1697
5/18/2010,1690
5/19/2010,1619
5/20/2010,1516
5/21/2010,1503
5/24/2010,1530
5/25/2010,1495
5/26/2010,1535
5/27/2010,1540
5/28/2010,1560
5/31/2010,
6/1/2010,1552
6/2/2010,1545
6/3/2010,1566
6/4/2010,1530
6/7/2010,1503
6/8/2010,1517
6/9/2010,1540
6/10/2010,1534
6/11/2010,1545
6/14/2010,1560
6/15/2010,1562
6/16/2010,1573
6/17/2010,1582
6/18/2010,1583
6/21/2010,1610
6/22/2010,1594
6/23/2010,1578
6/24/2010,1550
6/25/2010,1565
6/28/2010,1585
6/29/2010,1549
6/30/2010,1532
7/1/2010,1515
7/2/2010,1512
7/5/2010,1510
7/6/2010,1515
7/7/2010,1515
7/8/2010,1533
7/9/2010,1530
7/12/2010,1526
7/13/2010,1532
7/14/2010,1528
7/15/2010,1532
7/16/2010,1513
7/19/2010,1503
7/20/2010,1508
7/21/2010,1530
7/22/2010,1524
7/23/2010,1544
7/26/2010,1555
7/27/2010,1560
7/28/2010,1540
7/29/2010,1556
7/30/2010,1560
8/2/2010,1592
8/3/2010,1593
8/4/2010,1595
8/5/2010,1577
8/6/2010,1574
8/9/2010,1561
8/10/2010,1540
8/11/2010,1540
8/12/2010,1527
8/13/2010,1532
8/16/2010,1535
8/17/2010,1544
8/18/2010,1535
8/19/2010,1543
8/20/2010,1516
8/23/2010,1513
8/24/2010,1495
8/25/2010,1520
8/26/2010,1535
8/27/2010,1533
8/30/2010,1535
8/31/2010,1523
9/1/2010,1534
9/2/2010,1558
9/3/2010,1558
9/6/2010,1565
9/7/2010,1562
9/8/2010,1558
9/9/2010,1555
9/10/2010,1547
9/13/2010,1550
9/14/2010,1574
9/15/2010,1588
9/16/2010,1610
9/17/2010,1622
9/20/2010,1624
9/21/2010,1621
9/22/2010,1638
9/23/2010,1633
9/24/2010,1648
9/27/2010,1637
9/28/2010,1624
9/29/2010,1650
9/30/2010,1662
10/1/2010,1683
10/4/2010,1672
10/5/2010,1692
10/6/2010,1700
10/7/2010,1724
10/8/2010,1700
10/11/2010,1690
10/12/2010,1686
10/13/2010,1699
10/14/2010,1709
10/15/2010,1696
10/18/2010,1688
10/19/2010,1674
10/20/2010,1673
10/21/2010,1688
10/22/2010,1675
10/25/2010,1705
10/26/2010,1698
10/27/2010,1700
10/28/2010,1688
10/29/2010,1703
11/1/2010,1723
11/2/2010,1720
11/3/2010,1711
11/4/2010,1743
11/5/2010,1753
11/8/2010,1760
11/9/2010,1790
11/10/2010,1768
11/11/2010,1757
11/12/2010,1715
11/15/2010,1683
11/16/2010,1661
11/17/2010,1639
11/18/2010,1656
11/19/2010,1655
11/22/2010,1662
11/23/2010,1643
11/24/2010,1671
11/25/2010,1660
11/26/2010,1645
11/29/2010,1642
11/30/2010,1660
12/1/2010,1679
12/2/2010,1707
12/3/2010,1725
12/6/2010,1722
12/7/2010,1728
12/8/2010,1686
12/9/2010,1694
12/10/2010,1677
12/13/2010,1702
12/14/2010,1703
12/15/2010,1705
12/16/2010,1703
12/17/2010,1700
12/20/2010,1707
12/21/2010,1720
12/22/2010,1730
12/23/2010,1722
12/24/2010,1728
12/28/2010,1755
12/29/2010,1748
12/30/2010,1762
12/31/2010,1748
1/4/2011,1762
1/5/2011,1718
1/6/2011,1735
1/7/2011,1738
1/10/2011,1746
1/11/2011,1762
1/12/2011,1795
1/13/2011,1828
1/14/2011,1815
1/17/2011,1806
1/18/2011,1824
1/19/2011,1848
1/20/2011,1811
1/21/2011,1819
1/24/2011,1825
1/25/2011,1791
1/26/2011,1791
1/27/2011,1808
1/28/2011,1788
1/31/2011,1782
2/1/2011,1815
2/2/2011,1833
2/3/2011,1831
2/4/2011,1853
2/7/2011,1847
2/8/2011,1852
2/9/2011,1862
2/10/2011,1834
2/11/2011,1830
2/14/2011,1832
2/15/2011,1845
2/16/2011,1836
2/17/2011,1835
2/18/2011,1838
2/21/2011,1849
2/22/2011,1823
2/23/2011,1792
2/24/2011,1778
2/25/2011,1793
2/28/2011,1806
3/1/2011,1832
3/2/2011,1850
3/3/2011,1843
3/4/2011,1832
3/7/2011,1839
3/8/2011,1808
3/9/2011,1815
3/10/2011,1780
3/11/2011,1776
3/14/2011,1766
3/15/2011,1709
3/16/2011,1724
3/17/2011,1700
3/18/2011,1718
3/21/2011,1742
3/22/2011,1742
3/23/2011,1746
3/24/2011,1759
3/25/2011,1756
3/28/2011,1734
3/29/2011,1750
3/30/2011,1762
3/31/2011,1780
4/1/2011,1775
4/4/2011,1787
4/5/2011,1789
4/6/2011,1810
4/7/2011,1790
4/8/2011,1809
4/11/2011,1805
4/12/2011,1785
4/13/2011,1790
4/14/2011,1775
4/15/2011,1792
4/18/2011,1790
4/19/2011,1783
4/20/2011,1806
4/21/2011,1818
4/25/2011,1838
4/26/2011,1815
4/27/2011,1816
4/28/2011,1839
4/29/2011,1848
5/2/2011,1867
5/3/2011,1862
5/4/2011,1842
5/5/2011,1803
5/6/2011,1790
5/9/2011,1788
5/10/2011,1793
5/11/2011,1791
5/12/2011,1764
5/13/2011,1774
5/16/2011,1762
5/17/2011,1761
5/18/2011,1768
5/19/2011,1769
5/20/2011,1767
5/23/2011,1751
5/24/2011,1765
5/25/2011,1776
5/26/2011,1779
5/27/2011,1790
5/30/2011,
5/31/2011,1835
6/1/2011,1832
6/2/2011,1825
6/3/2011,1814
6/6/2011,1825
6/7/2011,1828
6/8/2011,1824
6/9/2011,1835
6/10/2011,1831
6/13/2011,1818
6/14/2011,1794
6/15/2011,1786
6/16/2011,1755
6/17/2011,1752
6/20/2011,1730
6/21/2011,1744
6/22/2011,1750
6/23/2011,1709
