Date,DJIA_Movement,NASDAQ,S&P500,Nikkei225,Hangseng,FTSE100,DAX,ASX,USD/EUR,USD/AUD,USD/JPY,SILVER,PLATINUM,OIL,GOLD
1/23/2006,1,0.000342581,0.001846987,-0.021408337,-0.012597979,-0.002027361,-5.60E-05,-0.003058114,-0.014255457,-0.007045062,-0.006498007,-0.013348165,-0.002862595,-0.005545287,-0.004492363
1/24/2006,1,0.007462866,0.002405437,0.018764782,0.004254883,-0.004787242,-0.002696049,0.007585827,-0.000895256,0.000931347,-0.001133688,0.00789177,0.001913876,-0.011462206,-0.001624549
1/25/2006,0,-0.002030724,-0.001720736,0.000134856,-0.000655524,0.012531524,0.01739498,0.005955065,0.002856677,-0.002521566,0.010389384,0.031319911,0.013371538,-0.018959574,-0.00614717
1/26/2006,1,0.009886581,0.007234954,0.015335731,-2.06E-05,0.003190554,0.02244671,0.005919812,0.001880775,0.000398301,0.004666033,0.045553145,-0.004712535,0.005111005,0.006549027
1/27/2006,1,0.009299159,0.007763999,0.03584793,0.015017286,0.011218625,0.017752994,0.001046927,0.008161582,0.001862197,0.007654597,-0.011410788,0.005681818,0.032099158,0.001988072
1/30/2006,0,0.001106682,0.001145086,0.005501035,-0.000344053,-0.00120965,0.002232854,0.001045832,0.00322554,0.00280112,0.003328781,0.00524659,0.014124294,0.002925327,0.01010101
1/31/2006,0,-0.000416148,-0.003976054,0.005956647,-0.000172086,-0.003373819,0.002494707,0.005497423,-0.005510776,-0.009904913,-0.005699702,0.025052192,-0.000928505,-0.029935523,0.002857143
2/1/2006,1,0.002055664,0.001859263,-0.010194132,-0.000172115,0.007169817,0.009231318,-0.010410171,0.005458154,0.003977725,0.00829911,-0.00814664,0.000929368,0.038771958,-0.003205128
2/2/2006,0,-0.012546738,-0.009060708,0.013984204,-0.003214866,-0.009359537,-0.01343391,-0.004342479,-0.000661157,-0.000794912,0.003478999,0.003080082,0.004642526,-0.032754418,0.002143623
2/3/2006,0,-0.008323211,-0.005358611,-0.003046587,-0.016694184,0.002087937,0.001331071,0.002211403,0.006571833,0.007609131,0.005834602,0.003070624,0,-0.014962986,-0.0057041
2/6/2006,1,-0.001670672,0.000783202,0.005289378,0.007668903,0.002274599,0.001707524,0.002206523,0.00417676,0.00875303,-8.41E-05,-0.006122449,-0.006469501,0.012472018,0.013624955
2/7/2006,0,-0.006127186,-0.008094726,-0.001598395,-0.001997021,-0.004434914,0.001083532,-0.015085416,-0.000250543,-0.001344809,-0.007819068,-0.006160164,-0.009302326,-0.026531901,-0.021931376
2/8/2006,1,0.009808647,0.008662869,-0.026811243,-0.009252384,-0.003775964,-0.001147516,0.009562486,0.003267701,0.005816313,0.005762224,-0.046487603,-0.011267606,-0.01330305,-0.004339964
2/9/2006,1,-0.004900733,-0.001477498,0.010261999,0.002601191,0.014619781,0.013636503,-0.001250635,-0.00234055,-0.000405624,-0.000252759,0.024918743,0.015194682,-0.001973035,0.009989103
2/10/2006,1,0.002664057,0.002539968,-0.01106104,0.000812312,-0.007695171,-0.00734894,-0.000749236,0.003607382,0.002303835,-0.008595989,0.006342495,-0.003741815,-0.017133443,-0.007013127
2/13/2006,0,-0.009757293,-0.003259698,-0.023383804,-0.007381092,0.005100519,0.009622056,-0.000749798,0.001259975,-0.002298539,-8.50E-05,-0.034663866,-0.034741784,-0.008380825,0.020282506
2/14/2006,1,0.009982928,0.010032818,0.019348566,0.007068302,-0.000207162,0.001228183,-0.006003082,0.000840689,0.000947354,-0.001700247,-0.01523395,-0.012645914,-0.015043949,-0.033901313
2/15/2006,1,0.006303687,0.003504403,-0.015572571,0.000190622,-0.000138081,0.000168341,-0.002978263,0.000925614,-0.001891125,0.004257856,0.01878453,0.001970443,-0.010296894,-0.004409333
2/16/2006,1,0.007994953,0.007328129,0.006956695,0.001790809,0.006457723,0.004316149,-0.004294112,0.000168323,0.003116531,-0.000169592,-0.013015184,-0.016715831,-0.015432634,0.01033401
2/17/2006,0,-0.00534717,-0.001659724,-0.020582555,0.001605769,0.00296802,0.001076129,0.009041886,-0.002015791,-0.000677048,0.004410143,0.023076923,0.015,0.027474463,0.008949772
2/21/2006,0,-0.008500037,-0.003270533,0.011549992,0.009792765,0.00196709,0.000959379,0.008960863,-0.000503694,-0.001217203,0.003546399,0.016111708,0.01182266,0.017312307,0.020999276
2/22/2006,1,0.008930764,0.007513476,-0.007119257,0.00054261,0.002509467,0.010518807,0.005422882,0.000587988,0.00421024,-0.002860749,0.007399577,0,-0.010783488,0.016843972
2/23/2006,0,-0.001686188,-0.003775136,0.019916596,0.011308116,-0.006198471,-0.00071309,-0.00403002,-0.001509687,-0.004596458,-0.012741541,-0.002098636,0.00194742,0,-0.002092415
2/24/2006,0,0.003386962,0.001273511,0.000360991,0.002752219,0.004198081,0.002203896,0.002850769,0.003450598,-0.000270307,-0.001111111,-0.003154574,0.005830904,0.02418668,-0.00297047
2/27/2006,1,0.008806096,0.00363722,0.00565399,0.005918236,0.002627745,0.00755603,0.002842665,0.001854974,0.001624476,-0.007700864,0.018987342,0.004830918,-0.011475137,0.027339642
2/28/2006,0,-0.011178165,-0.01040086,0.000770674,-0.001969241,-0.014363741,-0.020136407,-0.014366064,-0.005450734,-0.005787349,-0.001293438,-0.008281573,0.013461538,0.005720054,0.001705902
3/1/2006,1,0.014574449,0.008261331,-0.014869691,-0.006306546,0.009082293,0.012175524,0.010967655,0.002185058,0.000134608,0.003108271,0.012526096,-0.004743833,0.022415524,-0.016178474
3/2/2006,0,-0.001524983,-0.001626324,-0.003426373,0.004068782,-0.001899368,-0.014168256,-0.001080755,-0.008664501,-0.003888442,-0.000946807,0.001030928,0.004766444,0.018815445,0.017310023
3/3/2006,0,-0.003682217,-0.001481635,-0.015488602,-0.005065352,0.004405999,-0.010725405,-0.001918935,-0.002078484,0.002419355,0.003360041,0.044284243,0.007590133,0.006744821,0
3/6/2006,0,-0.007196243,-0.006968428,0.015183245,0.000622078,0.006673769,0.005697864,-0.001922624,0.002166307,0.0041841,0.008586639,-0.009368836,-0.009416196,-0.020417929,0
3/7/2006,1,-0.007720872,-0.00186191,-0.01101433,-0.013247659,-0.006849996,-0.002568669,-0.001373075,0.009589502,0.009950927,0.002554061,-0.009457442,-0.009505703,-0.026380068,-0.009868981
3/8/2006,1,-0.000405541,0.002029945,-0.006265368,-0.00700346,-0.007597228,-0.011485748,0.004391525,-0.002182308,0.002322722,0.001188859,0.001005025,-0.027831094,-0.022913531,0.009795498
3/9/2006,0,-0.007823728,-0.004880827,0.0261987,0.001099848,0.007397341,0.010374867,-0.001287145,-0.000503356,-0.004759315,0.000508906,-0.022088353,0.006910168,0.00684697,-0.001021103
3/10/2006,1,0.005476267,0.007223587,0.004908659,-0.004195972,0.008879933,0.012682644,0.004510965,0.002860509,0.006019152,0.009409969,0.014373717,-0.010784314,0.003740224,0.002725724
3/13/2006,0,0.002205969,0.002114811,0.015257231,0.006281657,0.007599977,0.008654768,0.004490707,-0.004689332,-0.002184002,-0.000503905,0.002024291,0.011892963,0.033028455,-0.013931363
3/14/2006,1,0.012734667,0.010396124,-0.007526776,-0.001435493,-0.000369525,0.002684765,0.002858686,-0.006902286,-0.004889975,-0.013864381,0.014141414,0,0.022954583,-0.015506547
3/15/2006,1,0.006942892,0.004269846,0.004968463,0.012925495,0.002436729,0.004701186,0.006388634,-0.001660441,-0.002439025,-0.000511247,0.010956175,0.011753183,0.011700593,-0.014350718
3/16/2006,1,-0.005311799,0.001772756,-0.013654607,0.00055213,0.004727449,-0.000116969,-0.001245446,-0.008723561,0.004081633,-0.001449275,0.00591133,-0.001936108,-0.016634981,0.01171875
3/17/2006,1,0.003009237,0.001470926,0.015129059,0.004616945,0.001017819,-0.00261287,0.001971117,-0.00377142,0.008092168,-0.010586528,0.00489716,0.004849661,0.023682939,-0.013338013
3/20/2006,0,0.003308126,-0.001660007,0.017446451,0.00811877,-0.001283413,0.003469711,0.00196724,0.002383301,0.00941437,0.003106394,0.005847953,0.002895753,-0.019515266,-0.008360014
3/21/2006,0,-0.00859083,-0.006014939,-0.003889379,-0.000451991,-6.68E-05,0.001536532,0.004427724,0.00736816,0.008798883,0.008430108,-0.00872093,-0.000962464,-0.037560193,-0.001255605
3/22/2006,1,0.003975241,0.006020566,-0.003904566,-0.017581161,0.002703953,0.003459181,0.004368274,-0.001322861,-0.006107718,-0.004350422,0.027370479,0.004816956,0.021180787,-0.00862069
3/23/2006,0,-0.001389366,-0.002582292,-0.000370485,0.008205709,-0.002896363,0.002494779,0.000953328,0.00926235,0.008257523,0.007539411,-0.009514748,-0.002876318,0.008655888,0.010869565
3/24/2006,1,0.005508409,0.000983281,0.004336127,-0.003468986,0.007712677,0.004376962,0.004533611,-0.004154895,0.005346841,-0.00085034,0.018251681,0.004807692,0.016515544,0.100716846
3/27/2006,0,0.001193353,-0.001028409,0.005388031,0.006325226,-0.010619024,-0.010192356,0.00451315,0.001581357,0.007227891,-0.007489362,0.013207547,0.023923445,-0.003026442,0.019211983
3/28/2006,0,-0.004802303,-0.006438184,0.002410834,0.002573994,-0.00611165,-0.00365848,0.00092418,-0.005216095,-0.0042337,0.005230664,0.006517691,0.004672897,0.027480428,0.006389776
3/29/2006,1,0.014458949,0.007469696,0.014869165,-0.007029872,0.003959095,0.004099715,0.004812887,0.003990024,0.00396713,0.004862237,-0.006475486,-0.006511628,0.008863318,0.001428571
3/30/2006,0,0.001300396,-0.002026276,0.006312852,0.008610932,0.00941395,0.011735036,0.002873938,-0.008407517,-0.011484594,-0.003310696,0.037243948,0.024344569,0.016491985,-0.001426534
3/31/2006,0,-0.000440029,-0.00413767,0.000840131,-0.004763671,-0.008428459,-0.002357857,0.004951538,-0.000576653,-0.003489184,0.000596201,0.045780969,-0.017367459,0.00166793,-0.004444444
4/3/2006,1,-0.001303557,0.002270548,0.016040788,0.016368827,0.010009004,0.009040034,0.00492714,0.001237215,-0.001672007,0.00289411,-0.00944206,0,0.018468059,-0.013711735
4/4/2006,1,0.00368895,0.00625669,-0.002330795,0.002262226,-0.003253425,-0.001693164,-0.003474568,-0.010931637,-0.003609608,-0.003225259,0.010398614,0.002790698,-0.020065398,0.018267055
4/5/2006,1,0.006135473,0.004311108,-0.002829465,0.009659605,0.00656151,0.002552458,0.008619855,-0.001140808,-0.008261049,0.001277248,-0.006861063,-0.004638219,0.012285758,0.005556438
4/6/2006,0,0.000601726,-0.001921391,0.014228131,0.00956719,0.000264737,0.000363223,0.00612635,0.004584152,-0.007108681,0.001105536,0.016407599,0.01304753,0.012586155,0.009314809
4/7/2006,0,-0.009380901,-0.010343487,0.004233385,0.003695567,-0.00324199,-0.013010303,-0.001145279,0.008836403,0.004945734,0.005011893,0.028037383,-0.009199632,-0.00695472,0
4/10/2006,1,-0.002458294,0.000864527,-0.006080215,0.003023993,0.006787126,0.008479869,-0.007758623,0.001488711,-0.000411975,0.00295833,0.014049587,0.019498607,0.016241991,0.002972001
4/11/2006,0,-0.00982309,-0.007750959,-0.002202563,-0.002770877,-0.008323718,-0.015812654,0.007934864,-0.002804124,-0.006141667,-0.000421372,0.044824776,-0.008196721,0.004692082,-0.003119152
4/12/2006,1,0.001874103,0.001204792,-0.014673221,-0.010017764,-0.002609523,-0.001222011,-0.009515583,0.001486743,0.001640465,-0.001180339,-0.014820593,0.000918274,0.014886165,0.000782228
4/13/2006,1,0.004938123,0.000776325,0.002132527,0.007276758,0.004766048,0.002934942,-0.001543299,0,0.00411805,-0.000422048,-0.002375297,-0.011009174,-0.002157032,0.005314991
4/17/2006,0,-0.006427123,-0.00294002,-0.011558188,0.006332534,0.001219043,-0.001350812,0.007042516,-0.013043124,-0.01220339,-0.006248944,0.035714286,0.023191095,0.00664051,0.003731923
4/18/2006,1,0.019462081,0.017077384,0.013676181,0.006292685,0.001217559,-0.001352639,0.006993266,-0.000570311,-0.001354096,0.000594833,0.034482759,0.004533092,0.015438051,-0.003872967
4/19/2006,1,0.006255991,0.002027129,0.006804429,0.01159488,0.007561044,0.015447429,0.006725566,-0.005751317,-0.010716678,-0.001443737,0.034814815,0.010830325,0.024235593,0.002021773
4/20/2006,1,-0.003513394,0.00116793,-0.001878364,0.006767523,-0.00137934,0.011598733,-0.001324779,0.001541457,0.01206616,-0.000765436,0.030780243,0.003571429,-0.001650846,-0.004345802
4/21/2006,1,-0.00833419,-0.0001372,0.004990991,-0.001899717,0.008435606,0.005190296,-0.005078702,-0.001134522,-0.009134874,-0.00493659,-0.165972222,-0.005338078,0.018878324,-0.005144193
4/24/2006,0,-0.004046432,-0.002417519,-0.02812926,-0.012209002,-0.005544051,-0.00256945,0.003752254,-0.002667097,0,-0.016936105,0.07826811,0.004472272,0.00027049,-0.005954246
4/25/2006,0,-0.001319903,-0.004869617,0.003304206,-0.007656107,-0.001984045,-4.77E-05,0.005446164,-0.003142121,-0.001609442,-0.000870095,-0.011969112,0.006233304,-0.014872904,0.00204918
4/26/2006,1,0.001428929,0.002819337,0.005046504,0.005723968,0.002907979,0.004658866,0.005416664,-0.004172015,-0.010484407,-0.000957938,-0.012114107,0.002654867,0.008234971,0.002988831
4/27/2006,1,0.004850841,0.003301596,0.003436305,0.004209853,-0.007257148,-0.006448192,-0.005068328,-0.004870259,-0.00383395,-0.006101813,0.003955696,-0.002647838,-0.02273346,-0.009410289
4/28/2006,0,-0.009543864,0.000679545,-0.01217144,-0.004870666,-0.006089093,-0.009534043,-0.007811099,-0.007842206,-0.003819307,-0.00201719,-0.007092199,0.015929204,0.005014626,0.001741609
5/1/2006,0,-0.007655325,-0.004135513,0.001152266,0.006204146,0.00489781,0.003444314,0.009812143,0.001348457,-0.00184041,-0.006415326,0.092857143,0.019163763,0.016909217,-0.001422475
5/2/2006,1,0.00219111,0.006144715,0.013474092,0.006165892,0.004873938,0.003432492,-0.007023916,-0.002926289,-0.003145066,0.001768972,-0.005083515,0.002564103,0.014719913,-0.003482115
5/3/2006,0,-0.002541352,-0.003875973,0.002009768,0.009422637,-0.011854474,-0.013605376,7.58E-05,0.000395602,-0.010374789,0.001589264,0.041605839,0.011935209,-0.00967092,0.003653113
5/4/2006,1,0.008650256,0.003157207,0.002005737,-0.000766476,0.004475857,0.011787625,-0.016004532,-0.003547777,-0.001941496,0.000176305,-0.04134548,-0.00758214,-0.02563407,-0.003481564
5/5/2006,1,0.00803398,0.010295302,0.002001722,0.008459521,0.009077555,0.012248104,0.012776744,-0.003848269,0.002465291,-0.008901816,0.016812865,0.004244482,-0.00863029,0.005081785
5/8/2006,1,0.00103302,-0.000829695,0.001997723,0.008388557,-0.004038297,0.002402952,0.013053259,0.001022013,0.001299208,-0.008003557,-0.003594536,0.006762468,-0.041561359,0.003950071
5/9/2006,1,-0.002874208,0.000362343,-0.005827069,-0.009698351,0.0063457,0.002079027,0.000338055,-0.002118146,-0.003495598,-0.002151502,-0.006493506,0.034424853,0.034280691,0.009915014
5/10/2006,1,-0.007488511,-0.001728149,-0.01390156,-0.003116635,-0.003636038,-0.003638064,0.004957075,-0.004062817,-0.005023831,-0.006827778,0.044299201,0.012987013,-0.010906516,-0.008570983
5/11/2006,0,-0.020700311,-0.012798074,-0.005296687,0.003523851,-0.006805389,-0.010404661,0.002298084,-0.004356282,-0.002313327,-0.002623247,-0.003477051,0.038461538,0.033939568,-0.002672116
5/12/2006,0,-0.012724919,-0.011241158,-0.015440586,-0.013939255,-0.021499487,-0.022864877,-0.006524373,-0.002560522,0.006858178,0.002085979,0.029309142,0.026234568,-0.012465374,-0.006146572
5/15/2006,1,-0.002344262,0.002524713,-0.006919086,-0.024080783,-0.01197549,-0.010014739,-0.017900347,0.004833932,0.013242428,-0.002534166,-0.035932203,-0.027819549,-0.036605891,0.000317158
5/16/2006,0,-0.004194797,-0.001869482,-0.019924306,-0.006167411,0.000838921,-0.000872432,-0.003190653,0.000702193,-0.003787879,-0.001270302,-0.078762307,0.005413766,-0.000436745,0.007292327
5/17/2006,0,-0.014951948,-0.016841071,0.00923667,0.013569201,-0.029198486,-0.03404006,1.92E-05,0.007467379,0.008164341,0.004815118,0.047328244,0.026923077,-0.016603554,0.012118351
5/18/2006,0,-0.007049814,-0.006699011,-0.013520646,-0.0210063,-0.000687147,0.002361626,-0.018821312,-0.005705354,-0.007579718,0.002622061,-0.049562682,-0.003745318,-0.001925355,0.002798943
5/19/2006,1,0.006219186,0.00413689,0.004243784,0.002879585,-0.002503737,0.001095991,-0.003594223,0.003529411,0.010965781,0.007845613,-0.031441718,-0.019548872,-0.006825939,0.020933478
5/22/2006,0,-0.009581097,-0.003914732,-0.018419795,-0.031130362,-0.022041876,-0.022220263,-0.013742692,-0.0077821,0.007990412,-0.001252684,-0.039588282,-0.016104294,-0.006125803,-0.000607533
5/23/2006,0,-0.006489188,-0.004349989,-0.016311769,0.003735406,0.026388562,0.023844982,-0.003379184,0.000467144,-0.00490326,-0.002418921,0.027205276,0.019485581,0.036831028,0.001519757
5/24/2006,1,0.004822172,0.001583656,0.019744602,-0.002642363,-0.016130469,-0.016071218,0.004766921,0.007609633,0.002657454,0.013022003,0.038523274,-0.006116208,-0.00753951,0.002731411
5/25/2006,1,0.013401471,0.011370094,-0.013418464,-0.007947473,0.016215943,0.021268156,-0.012088927,-0.002347968,-0.00777851,-0.007801418,-0.036321484,-0.006153846,0.000876552,0.009836562
5/26/2006,1,0.005518109,0.005719336,0.017650961,0.01262734,0.019955229,0.014423228,0.015451775,0.002982966,0.001055827,0.005897069,0.013632719,0.003869969,0.019997081,-0.000149858
5/30/2006,0,-0.020643659,-0.015849611,-0.006969585,-0.002340971,-0.024002763,-0.028666097,0.01023007,-0.010024868,-0.005512534,-0.003553029,0.003164557,0.00231303,-0.000858615,0.003747002
5/31/2006,1,0.006531913,0.008111925,-0.024724698,-0.006703922,0.012703433,0.012526556,-0.02031177,0.002727343,0.013299641,0.00071314,0.018927445,-0.011538462,-0.032225723,-0.000447962
6/1/2006,1,0.018807932,0.012298337,0.002354004,-0.006749168,0.004525034,0.002587448,0.011775976,0.00070181,0.005213904,0.001514342,-0.046439628,-0.045136187,0.017759361,-0.004481625
6/2/2006,0,-0.000202803,0.001952237,0.018419384,0.017094012,0.002591423,-0.003600435,0.003280263,-0.006815366,-0.003994674,-0.006848706,-0.036525974,0.014669927,-0.005089429,0.00180072
6/5/2006,0,-0.022433799,-0.017799702,-0.007663413,0.006505524,-0.000433681,-0.011578976,0.008429804,-0.00316529,-0.002258536,0.00035823,0.0042123,0.010441767,0.010377083,-0.002546435
6/6/2006,0,-0.003152666,-0.001138129,-0.018090606,-0.002692276,-0.016018516,-0.021059577,-0.0163867,0.00974431,0.01414713,0.01396598,0.004194631,-0.016693164,-0.01272964,0.007658808
6/7/2006,0,-0.00507679,-0.006092457,-0.018774989,-0.009801506,0.006437617,0.007472567,-0.002104823,0.002265802,0,0.000794632,-0.020050125,-0.009700889,-0.015824176,-0.008345753
6/8/2006,1,-0.003011423,0.001417052,-0.030668998,-0.023168103,-0.025130103,-0.028977708,-0.023539907,0.011938646,-0.001076716,0.007675342,-0.002557545,-0.000816327,-0.020991514,-0.004207995
6/9/2006,0,-0.004782507,-0.004475611,0.008050935,0.011558499,0.016592118,0.015009492,0.011982353,0.000949667,-0.009201227,-0.002889161,-0.05042735,-0.015522876,0.051246959,0.002112889
6/12/2006,0,-0.020486539,-0.011866252,0.005570526,-0.00046389,-0.006065266,-0.01254196,-0.01279703,0.003892905,0.004420037,0.002458513,-0.00360036,-0.020746888,-0.007377405,0.006626506
6/13/2006,0,-0.009013492,-0.01111165,-0.041421813,-0.024774957,-0.01802199,-0.019165733,-0.012962916,0.00103388,0.007829374,0.007795393,-0.03071364,-0.033898305,-0.042990382,0.011520048
6/14/2006,1,0.006528456,0.005189303,0.006397252,0.000886151,-0.002319062,0.002617107,0.002459217,-0.004512707,0.001622499,-0.001825135,-0.051258155,-0.00877193,-0.002284148,0.000147907
6/15/2006,1,0.027876271,0.021235077,0.01126521,0.012274472,0.020429288,0.021905427,0.003896345,0.001188966,0.002575573,0.001828472,-0.047151277,0.032743363,0.007936508,-0.001183082
6/16/2006,0,-0.006622648,-0.003677871,0.028234873,0.026405455,-0.003897265,-0.008522422,0.020391359,-0.000554543,-0.001624036,0.000521467,0.051546392,-0.00428449,-0.015596608,-0.007995262
6/19/2006,0,-0.009169243,-0.009116795,-0.001276282,-0.004657683,0.005127416,0.011759691,-0.013644557,0.00365747,0.001898305,0.001216122,-0.025490196,-0.017211704,0.021381326,0.000746269
6/20/2006,1,-0.001592035,-8.07E-06,-0.014262077,-0.010139643,0.005705568,0.009997717,-0.00812052,0.000716104,0.000406945,-0.002082249,-0.00804829,0.017513135,0.017620482,0.002535421
6/21/2006,1,0.016202619,0.009740957,-0.000283334,0.003228312,0.001201761,0.001783944,0.011827869,-0.007658903,0.000135667,-0.002260476,0.038539554,0.015490534,0.00887968,-0.008330854
6/22/2006,0,-0.008509234,-0.005270704,0.033557904,0.010686251,0.003371597,0.00545294,0.01868302,0.006596726,0.002993605,0.010282328,0.0234375,0.008474576,0.020976969,-0.00540054
6/23/2006,0,-0.000711269,-0.000883089,-0.00076973,-0.001130408,0.001407435,-0.000664993,-0.009160195,0.004791567,0.004647984,0.002760048,-0.041030534,-0.01512605,0.004454023,0.010558069
6/26/2006,1,0.005750706,0.004869473,0.001875183,-0.000253023,-0.001914918,-0.002732561,2.02E-05,-0.002548988,0.001917545,0.001032169,0.017910448,0.013651877,-0.000858246,-0.010298507
6/27/2006,0,-0.015663117,-0.009084016,0.001280931,-0.001905076,-0.005087022,-0.010060509,0.006888257,-0.002780205,-0.005313352,-0.001031105,0,-0.000841751,0.020186113,-0.001055648
6/28/2006,1,0.005518433,0.005487451,-0.018830926,-0.002031103,0.004653025,-0.000417608,-0.010481755,0.004548355,0.007688083,0.001376226,-0.004887586,0.0042123,0.007016559,-0.006491546
6/29/2006,1,0.029613888,0.021565004,0.015789218,0.007785188,0.019881643,0.022870217,0.010188484,-0.000159565,-0.004373974,-0.002147397,-0.002946955,0.002516779,0.017558528,0.001671478
6/30/2006,0,-0.00105308,-0.002097656,0.025396831,0.025363682,0.007234724,0.018209629,0.015348536,-0.019172079,-0.014414658,-0.014289403,0.048275862,0.030962343,0.002465078,0.019114078
7/3/2006,1,0.008443409,0.007864896,0.004285047,0.003629298,0.008742757,0.005169502,0.003606751,-0.001094349,-0.001748252,0.003580473,0.036654135,0.010551948,0.01010929,0.008484668
7/5/2006,0,-0.016932678,-0.007248852,-0.003061961,-0.00364315,-0.009805538,-0.015239766,0.000922923,0.005264812,0.003915215,0.006352245,0.013599275,-0.007228916,-0.014335948,-0.021402214
7/6/2006,1,0.000812691,0.002494214,-0.013046948,0.010684737,0.010863748,0.012414669,0.004591007,-0.002430039,-0.006971444,-0.004063986,0.005366726,-0.002427184,0.003293085,0
7/7/2006,0,-0.011614377,-0.00674995,-0.000900051,0.001142819,-0.000186774,-0.002391395,0.002929516,-0.005069412,-0.00731967,-0.010418475,0.016014235,0.00081103,0.013949672,-0.001206637
7/10/2006,1,-0.006164205,0.001469787,0.016018125,0.008750497,0.001358488,0.004306648,0.001460479,0.005568192,0.004008551,-8.77E-05,-0.018388792,-0.011345219,-0.023603992,-0.002416188
7/11/2006,1,0.005635602,0.004016356,-0.005078778,-0.006846602,-0.006715409,-0.015821017,-0.006922224,-0.000235222,-0.005580654,0.001579363,-0.016057092,0.013114754,0.010360547,0
7/12/2006,0,-0.018141219,-0.010869028,-0.014508376,0.001945411,0.00056345,0.003878139,0.004131346,0.003777744,-0.001326963,0.011038108,0.038984587,0.021035599,-0.001367241,0
7/13/2006,0,-0.017285041,-0.012966747,-0.009926351,-0.013117522,-0.016312339,-0.019605058,-0.008521286,0.002603961,-0.000397931,0.00034659,0.001745201,-0.003169572,0.029983571,-0.00060551
7/14/2006,0,-0.008159315,-0.004894289,-0.016738032,-0.010411868,-0.009956618,-0.019009284,-0.023305668,0.002531444,-0.000265217,0.007622347,0.007839721,-0.001589825,0.011963313,0.008785217
7/17/2006,1,0.000181606,-0.00138324,-0.013741778,-0.004393339,-0.00115637,-0.000970129,-0.001993496,0.008939261,0.006405978,0.006447176,-0.001728608,-0.008757962,-0.013266781,0.017417417
7/18/2006,1,0.002699095,0.001919817,-0.013933246,-0.001299727,-0.003385337,-0.003712389,-0.006638229,0.00232,0.003885317,0.003074821,-0.053679654,-0.008835341,0.002662407,0.001033058
7/19/2006,1,0.018348485,0.018555111,0.004365068,0.003340801,0.016949118,0.026393162,-0.004712227,-0.00477707,-0.002805612,-0.003065395,-0.042086002,-0.017017828,-0.049123739,0.000294855
7/20/2006,0,-0.019844148,-0.008477511,0.030798074,0.023300399,-0.001228816,0.001178813,0.019673048,-0.006250494,-0.004124534,-0.002135292,0.047755492,0.009892828,0.013124825,-0.002063375
7/21/2006,0,-0.009331098,-0.007076898,-0.008401781,-0.000512332,-0.008872049,-0.01709577,-0.00718501,-0.003547777,-0.001726657,-0.004194128,-0.012762078,-0.004081633,0.005512679,0.013882735
7/24/2006,1,0.020515877,0.01662514,-0.001805499,0.000996718,0.01996603,0.023305781,-0.005281659,0.004275534,-0.000928875,0.002664604,-0.015697138,-0.016393443,-0.011924342,-0.003641661
7/25/2006,1,0.005849054,0.006320809,0.014244498,0.006266131,0.002965476,-0.002203286,0.011754216,0.004293893,0.000929738,0.005572225,0.016885553,0.025,0.00554862,0.001461988
7/26/2006,0,-0.001658682,-0.000378271,-0.008075174,0.002012852,0.004426426,0.003115537,-0.011357205,-0.004117833,-0.008559389,-0.003836317,-0.003690037,-0.006504065,0.017519658,-0.006423358
7/27/2006,0,-0.007722917,-0.004099711,0.019867547,0.018025213,0.008915945,0.013607087,0.014607777,-0.008168395,-0.006151028,-0.011125374,0.021296296,0.011456628,0.021691974,-0.004260946
7/28/2006,1,0.019309079,0.012151756,0.010743887,0.002262224,0.007656616,0.008190409,-0.00988458,-0.001255099,-0.002870938,-0.007009952,0.019038985,-0.014563107,-0.018710191,-0.000147558
7/31/2006,0,-0.001274949,-0.001478249,0.007426215,0.000961412,-0.00779931,-0.004110076,0.005586632,-0.001253525,-0.00013048,-0.002614607,0.006227758,0.010673235,0.01081812,0.002213695
8/1/2006,0,-0.01409534,-0.004496099,-0.001028635,-0.003533646,-0.008012415,-0.015000075,-0.000942678,-0.001095634,0.004192872,0.004543866,-0.001768347,0.004061738,0.021939799,0.013105581
8/2/2006,1,0.008157202,0.005106529,0.001514152,0.007177471,0.008723353,0.015022957,-0.009997351,-0.001562744,-0.000916351,-0.003653445,0.032772365,0.012135922,0.016232491,0.003488372
8/3/2006,1,0.006508545,0.002238894,0.000393169,0.000919988,-0.015795451,-0.007180309,0.013383352,0.001486815,0.005131579,0.006373319,0.02915952,-0.007194245,-0.017390184,-0.000579374
8/4/2006,0,-0.003484156,-0.000710815,0.001862242,-0.009421351,0.00873527,0.014716234,-0.008284122,-0.008918878,-0.007573779,-0.009195801,0,0.002415459,0.003277399,-0.009855072
8/7/2006,0,-0.006019064,-0.002806063,-0.022266993,0.003893343,-0.01028969,-0.016837212,0.001150039,0.002098391,0.002749771,0.005603712,0.025833333,0.006425703,0.016856135,0.022394614
8/8/2006,0,-0.005621183,-0.003362706,0.020496197,0.005582809,-0.001835662,0.004487557,0.012697006,0.002180856,0.003679853,0.001393121,-0.01056052,-0.008778931,0.001413518,0.002433787
8/9/2006,0,-0.000276618,-0.004349285,0.012410857,0.017502192,0.007287586,0.009004044,-0.012497972,-0.003801987,-0.007564888,0.001130336,-0.015599343,0.002415459,0.004234569,-0.009140246
8/10/2006,1,0.005562332,0.00462902,-0.001640183,-0.007173717,-0.006330535,-0.012599069,-0.001773439,0.009635724,-0.000521445,0.003908286,0.039199333,0.00562249,-0.032839254,-0.006053618
