Date,Open,High,Low,Close,Volume
1/3/2000,11501.84961,11522.00977,11305.69043,11357.50977,169750000.0
1/4/2000,11349.75,11350.05957,10986.4502,10997.92969,178420000.0
1/5/2000,10989.37012,11215.09961,10938.66992,11122.65039,203190000.0
1/6/2000,11113.37012,11313.4502,11098.4502,11253.25977,176550000.0
1/7/2000,11247.05957,11528.13965,11239.91992,11522.55957,184900000.0
1/10/2000,11532.48047,11638.280270000001,11532.48047,11572.2002,168180000.0
1/11/2000,11568.469729999999,11663.09961,11502.7002,11511.08008,177300000.0
1/12/2000,11506.73047,11612.530270000001,11505.17969,11551.09961,194060000.0
1/13/2000,11558.24023,11656.58008,11524.11035,11582.42969,174910000.0
1/14/2000,11619.34961,11750.280270000001,11612.530270000001,11722.98047,266830000.0
1/17/2000,11619.34961,11750.280270000001,11612.530270000001,11722.98047,266830000.0
1/18/2000,11719.19043,11720.12012,11546.4502,11560.719729999999,200220000.0
1/19/2000,11535.24023,11574.67969,11456.00977,11489.36035,193090000.0
1/20/2000,11490.29004,11558.7002,11274.98047,11351.299809999999,191230000.0
1/21/2000,11356.25977,11387.59961,11232.48047,11251.70996,205840000.0
1/24/2000,11251.94043,11366.5,10917.26953,11008.16992,202740000.0
1/25/2000,11010.95996,11079.51953,10883.4502,11029.88965,209230000.0
1/26/2000,11025.84961,11131.030270000001,11002.58008,11032.99023,188840000.0
1/27/2000,11035.549809999999,11164.13965,10915.40039,11028.01953,194280000.0
1/28/2000,11024.91992,11024.91992,10735.76953,10738.87012,183090000.0
1/31/2000,10735.76953,10956.66992,10701.63965,10940.530270000001,191880000.0
2/1/2000,10937.74023,11073.32031,10907.95996,11041.049809999999,183110000.0
2/2/2000,11037.63965,11118.92969,10987.07031,11003.2002,164170000.0
2/3/2000,11010.48047,11079.51953,10842.25977,11013.44043,178630000.0
2/4/2000,11014.37012,11089.4502,10943.01953,10963.799809999999,166590000.0
2/7/2000,10965.969729999999,10970.94043,10846.219729999999,10905.79004,145660000.0
2/8/2000,10904.25977,11023.05957,10904.25977,10957.59961,168890000.0
2/9/2000,10948.82031,10948.82031,10698.84961,10699.16016,168550000.0
2/10/2000,10697.91992,10738.25,10606.40039,10643.62988,156390000.0
2/11/2000,10638.63965,10638.63965,10356.95996,10425.20996,193540000.0
2/14/2000,10431.65039,10549.0,10430.799809999999,10519.83984,167240000.0
2/15/2000,10520.15039,10763.07031,10494.48047,10718.08984,183320000.0
2/16/2000,10711.82031,10741.66992,10561.41016,10561.41016,163280000.0
2/17/2000,10565.75977,10671.86035,10454.61035,10514.57031,195830000.0
2/18/2000,10514.57031,10517.75,10199.98047,10219.51953,208930000.0
2/21/2000,10514.57031,10517.75,10199.98047,10219.51953,208930000.0
2/22/2000,10219.83008,10336.79004,10103.799809999999,10304.83984,194340000.0
2/23/2000,10294.82031,10338.34961,10164.91992,10225.73047,185280000.0
2/24/2000,10242.48047,10248.05957,9942.780273,10092.62988,237540000.0
2/25/2000,10090.76953,10132.41992,9836.05957,9862.120117,195240000.0
2/28/2000,9854.660156,10156.54004,9842.570313,10038.65039,213230000.0
2/29/2000,10039.58008,10204.94043,10029.95996,10128.30957,191360000.0
3/1/2000,10128.11035,10186.33008,10084.55957,10137.92969,216780000.0
3/2/2000,10135.44043,10212.38965,10103.49023,10164.91992,206510000.0
3/3/2000,10171.12012,10443.51953,10171.12012,10367.2002,210460000.0
3/6/2000,10358.95996,10383.9502,10121.48047,10170.5,172590000.0
3/7/2000,10197.61035,10229.13965,9752.679688,9796.030273,278180000.0
3/8/2000,9800.69043,9918.889648,9731.80957,9856.530273,223310000.0
3/9/2000,9855.290039,10010.73047,9738.950195,10010.73047,187360000.0
3/10/2000,10008.549809999999,10091.38965,9907.259766,9928.820313,197440000.0
3/13/2000,9911.219727,9998.549805,9735.540039,9947.129883,186210000.0
3/14/2000,9957.669922,10043.299809999999,9811.240234,9811.240234,186080000.0
3/15/2000,9808.150391,10180.2002,9776.490234,10131.41016,204920000.0
3/16/2000,10139.58008,10632.45996,10138.33984,10630.59961,253790000.0
3/17/2000,10629.98047,10763.37988,10567.30957,10595.23047,247830000.0
3/20/2000,10594.75,10727.70996,10586.99023,10680.24023,177730000.0
3/21/2000,10680.24023,10907.33984,10603.61035,10907.33984,211950000.0
3/22/2000,10916.95996,10917.26953,10789.12988,10866.7002,195830000.0
3/23/2000,10884.37988,11136.61035,10831.01953,11119.86035,224710000.0
3/24/2000,11107.4502,11234.65039,11045.08984,11112.719729999999,217140000.0
3/27/2000,11093.25,11170.82031,10982.73047,11025.84961,184880000.0
3/28/2000,11023.67969,11094.33984,10932.780270000001,10936.11035,177780000.0
3/29/2000,10939.049809999999,11101.549809999999,10910.75,11018.719729999999,199370000.0
3/30/2000,11008.16992,11144.05957,10916.33984,10980.25,214190000.0
3/31/2000,10993.280270000001,11107.75977,10921.91992,10921.91992,179590000.0
4/3/2000,10863.280270000001,11223.79004,10862.969729999999,11221.92969,279950000.0
4/4/2000,11225.33984,11418.24023,10717.780270000001,11164.83984,319280000.0
4/5/2000,11163.29004,11218.20996,11002.58008,11033.91992,189310000.0
4/6/2000,11029.55957,11201.13965,11029.55957,11114.26953,161820000.0
4/7/2000,11122.030270000001,11192.4502,11062.76953,11111.48047,156500000.0
4/10/2000,11114.88965,11287.7002,11097.20996,11186.55957,150070000.0
4/11/2000,11180.98047,11361.15039,11102.48047,11287.08008,171130000.0
4/12/2000,11283.049809999999,11425.4502,11116.75,11125.12988,234780000.0
4/13/2000,11132.58008,11144.05957,10920.75977,10923.549809999999,200240000.0
4/14/2000,10922.84961,10922.84961,10201.530270000001,10305.76953,267580000.0
4/17/2000,10303.29004,10583.75,10232.549809999999,10582.50977,247520000.0
4/18/2000,10584.01953,10773.92969,10571.33984,10767.41992,218380000.0
4/19/2000,10748.969729999999,10789.44043,10632.15039,10674.95996,193860000.0
4/20/2000,10668.19043,10845.29004,10665.08984,10844.049809999999,158390000.0
4/21/2000,10668.19043,10845.29004,10665.08984,10844.049809999999,158390000.0
4/24/2000,10822.33008,10910.75,10695.44043,10906.09961,295330000.0
4/25/2000,10916.65039,11136.61035,10881.04004,11124.82031,240200000.0
4/26/2000,11127.91992,11141.87988,10902.05957,10945.5,198970000.0
4/27/2000,10941.91016,10941.91016,10747.25,10888.09961,192920000.0
4/28/2000,10892.75977,10959.23047,10715.299809999999,10733.91016,173520000.0
5/1/2000,10749.41992,10926.25977,10724.219729999999,10811.780270000001,174020000.0
5/2/2000,10805.58008,10824.5,10710.01953,10731.12012,208610000.0
5/3/2000,10732.20996,10732.20996,10400.08984,10480.12988,200220000.0
5/4/2000,10478.88965,10523.09961,10407.530270000001,10412.49023,169170000.0
5/5/2000,10409.7002,10585.91992,10375.80957,10577.86035,138300000.0
5/8/2000,10571.30957,10627.84961,10522.07031,10603.62988,144180000.0
5/9/2000,10607.54004,10684.84961,10514.25,10536.75,166320000.0
5/10/2000,10533.08984,10533.08984,10292.09961,10367.780270000001,225970000.0
5/11/2000,10369.26953,10575.09961,10369.26953,10545.969729999999,185720000.0
5/12/2000,10549.05957,10673.79004,10543.91992,10609.37012,137770000.0
5/15/2000,10606.969729999999,10811.549809999999,10605.25977,10807.780270000001,155810000.0
5/16/2000,10816.00977,10971.24023,10816.00977,10934.57031,181920000.0
5/17/2000,10930.63965,10930.63965,10752.61035,10769.74023,169570000.0
5/18/2000,10771.799809999999,10864.32031,10764.25977,10777.280270000001,161220000.0
5/19/2000,10764.219729999999,10764.219729999999,10570.65039,10626.84961,188270000.0
5/22/2000,10624.79004,10664.54004,10369.49023,10542.549809999999,185570000.0
5/23/2000,10539.12012,10557.4502,10416.780270000001,10422.26953,157080000.0
5/24/2000,10420.90039,10554.87988,10364.00977,10535.34961,225350000.0
5/25/2000,10529.87012,10558.65039,10266.0,10323.91992,184380000.0
5/26/2000,10322.88965,10387.66016,10258.80957,10299.24023,129200000.0
5/29/2000,10322.88965,10387.66016,10258.80957,10299.24023,129200000.0
5/30/2000,10302.30957,10528.15039,10302.30957,10527.12988,165450000.0
5/31/2000,10528.280270000001,10599.42969,10490.799809999999,10522.33008,162880000.0
6/1/2000,10532.26953,10673.4502,10513.08008,10652.2002,183990000.0
6/2/2000,10660.08984,10846.08008,10660.08984,10794.75977,200900000.0
6/5/2000,10793.11035,10863.0,10752.280270000001,10815.299809999999,151120000.0
6/6/2000,10822.61035,10822.61035,10707.719729999999,10735.57031,169370000.0
6/7/2000,10733.48047,10848.37988,10695.17969,10812.86035,154430000.0
6/8/2000,10818.780270000001,10823.66016,10635.73047,10668.719729999999,176280000.0
6/9/2000,10678.469729999999,10763.76953,10588.29004,10614.05957,136750000.0
6/12/2000,10615.12012,10652.58984,10564.20996,10564.20996,136750000.0
6/13/2000,10562.30957,10654.719729999999,10492.79004,10621.83984,155190000.0
6/14/2000,10632.45996,10737.70996,10624.67969,10687.9502,166340000.0
6/15/2000,10689.62988,10763.7002,10669.20996,10714.82031,176200000.0
6/16/2000,10717.75977,10724.83008,10449.299809999999,10449.299809999999,233100000.0
6/19/2000,10448.40039,10597.44043,10440.11035,10557.83984,169330000.0
6/20/2000,10558.90039,10561.37988,10407.94043,10435.16016,179000000.0
6/21/2000,10446.83008,10521.07031,10410.05957,10497.74023,204540000.0
6/22/2000,10495.969729999999,10495.969729999999,10335.45996,10376.12012,189280000.0
6/23/2000,10376.469729999999,10478.65039,10376.469729999999,10404.75,142390000.0
6/26/2000,10403.69043,10566.67969,10403.69043,10542.99023,157390000.0
6/27/2000,10541.58008,10615.83008,10504.45996,10504.45996,159240000.0
6/28/2000,10506.38965,10620.41992,10506.38965,10527.79004,189270000.0
6/29/2000,10523.90039,10523.90039,10359.5,10398.04004,168670000.0
6/30/2000,10393.08984,10448.24023,10336.16016,10447.88965,224060000.0
7/3/2000,10450.36035,10565.62012,10422.08008,10560.66992,74690000.0
7/4/2000,10450.36035,10565.62012,10422.08008,10560.66992,74690000.0
7/5/2000,10538.23047,10572.69043,10463.17969,10483.59961,154490000.0
7/6/2000,10481.4502,10527.79004,10393.08984,10481.469729999999,147120000.0
7/7/2000,10483.33008,10658.25,10483.33008,10635.98047,158820000.0
7/10/2000,10627.13965,10703.15039,10604.86035,10646.58008,148470000.0
7/11/2000,10649.05957,10807.4502,10626.79004,10727.19043,160920000.0
7/12/2000,10722.24023,10834.32031,10722.24023,10783.75977,151430000.0
7/13/2000,10774.91992,10829.73047,10754.41992,10788.70996,175240000.0
7/14/2000,10793.30957,10821.9502,10753.70996,10812.75,150970000.0
7/17/2000,10812.40039,10847.40039,10749.469729999999,10804.26953,162780000.0
7/18/2000,10799.16016,10799.16016,10703.05957,10739.91992,170620000.0
7/19/2000,10724.15039,10790.48047,10685.48047,10696.08008,213930000.0
7/20/2000,10700.67969,10874.62988,10700.67969,10843.87012,178590000.0
7/21/2000,10843.50977,10851.65039,10716.15039,10733.55957,170710000.0
7/24/2000,10731.44043,10778.11035,10678.40039,10685.12012,147970000.0
7/25/2000,10689.280270000001,10744.51953,10680.16992,10699.969729999999,168950000.0
7/26/2000,10689.36035,10692.549809999999,10516.48047,10516.48047,201880000.0
7/27/2000,10516.83008,10643.40039,10516.83008,10586.12988,160760000.0
7/28/2000,10594.969729999999,10649.05957,10464.5,10511.16992,174720000.0
7/31/2000,10514.29004,10603.29004,10497.799809999999,10521.98047,175820000.0
8/1/2000,10523.80957,10626.91992,10516.75977,10606.9502,151420000.0
8/2/2000,10609.15039,10724.530270000001,10587.54004,10687.530270000001,163400000.0
8/3/2000,10679.37012,10744.30957,10623.44043,10706.58008,161580000.0
8/4/2000,10713.36035,10769.9502,10664.45996,10767.75,150750000.0
8/7/2000,10773.98047,10892.280270000001,10736.98047,10867.00977,145090000.0
8/8/2000,10865.15039,10988.25,10836.61035,10976.88965,204720000.0
8/9/2000,10970.94043,10978.26953,10892.65039,10905.83008,186430000.0
8/10/2000,10901.05957,10946.49023,10886.79004,10908.75977,144290000.0
8/11/2000,10905.98047,11067.73047,10902.67969,11027.799809999999,155120000.0
8/14/2000,11027.07031,11177.61035,11006.19043,11176.13965,140280000.0
8/15/2000,11175.049809999999,11175.049809999999,11046.12012,11067.0,155190000.0
8/16/2000,11068.83008,11088.969729999999,10961.13965,11008.38965,162550000.0
8/17/2000,11010.9502,11091.54004,10984.40039,11055.63965,177570000.0
8/18/2000,11051.2002,11082.37988,11006.19043,11046.48047,164870000.0
8/21/2000,11058.84961,11106.19043,11027.07031,11079.80957,147300000.0
8/22/2000,11082.2002,11189.7002,11081.280270000001,11139.15039,146810000.0
8/23/2000,11130.549809999999,11172.299809999999,11059.66992,11144.65039,145650000.0
8/24/2000,11143.91016,11197.75977,11120.09961,11182.74023,143970000.0
8/25/2000,11182.74023,11210.94043,11155.62988,11192.62988,127920000.0
8/28/2000,11194.48047,11319.05957,11188.92969,11252.83984,166710000.0
8/29/2000,11249.26953,11256.16992,11196.59961,11215.09961,149300000.0
8/30/2000,11209.00977,11210.29004,11096.34961,11103.00977,146490000.0
8/31/2000,11105.23047,11310.549809999999,11104.86035,11215.09961,183320000.0
9/1/2000,11219.54004,11313.59961,11219.54004,11238.780270000001,125140000.0
9/4/2000,11219.54004,11313.59961,11219.54004,11238.780270000001,125140000.0
9/5/2000,11221.75977,11301.66992,11184.76953,11260.61035,174500000.0
9/6/2000,11253.58008,11401.19043,11253.20996,11310.63965,224760000.0
9/7/2000,11316.00977,11323.87012,11223.24023,11259.87012,222220000.0
9/8/2000,11261.719729999999,11261.719729999999,11191.049809999999,11220.65039,181620000.0
9/11/2000,11219.54004,11286.12988,11139.25977,11195.49023,160120000.0
9/12/2000,11197.70996,11255.799809999999,11113.73047,11233.23047,172030000.0
9/13/2000,11225.030270000001,11231.00977,11140.74023,11182.17969,216210000.0
9/14/2000,11189.58008,11208.07031,11069.33984,11087.469729999999,218810000.0
9/15/2000,11087.83984,11110.04004,10916.91992,10927.0,291270000.0
9/18/2000,10926.41992,10935.58008,10798.16992,10808.51953,198950000.0
9/19/2000,10812.219729999999,10839.13965,10761.91016,10789.29004,214080000.0
9/20/2000,10794.469729999999,10824.05957,10567.32031,10687.91992,243780000.0
9/21/2000,10680.51953,10783.37012,10660.54004,10765.51953,186170000.0
9/22/2000,10678.299809999999,10858.09961,10621.7002,10847.37012,487370000.0
9/25/2000,10847.37012,10897.30957,10783.0,10808.15039,259920000.0
9/26/2000,10806.299809999999,10813.24023,10615.780270000001,10631.32031,321770000.0
9/27/2000,10631.32031,10678.66992,10579.51953,10628.36035,271660000.0
9/28/2000,10629.83984,10856.25,10623.17969,10824.05957,233190000.0
