Date,Close
1/3/2000,6750.759765999999
1/4/2000,6586.950195
1/5/2000,6502.069824
1/6/2000,6474.919922
1/7/2000,6780.959961
1/10/2000,6925.52002
1/11/2000,6891.25
1/12/2000,6912.810059
1/13/2000,6955.97998
1/14/2000,7173.220215
1/18/2000,7072.120117
1/19/2000,7091.040039
1/20/2000,7112.660156
1/21/2000,6992.75
1/24/2000,6931.990234000001
1/25/2000,6809.640137
1/26/2000,6969.370117
1/27/2000,7126.129883
1/28/2000,7066.600098000001
1/31/2000,6835.600098000001
2/1/2000,7050.459961
2/2/2000,7171.950195
2/3/2000,7354.259765999999
2/4/2000,7444.609863
2/7/2000,7296.319823999998
2/8/2000,7549.879883
2/9/2000,7629.109863
2/10/2000,7709.27002
2/11/2000,7611.549805
2/14/2000,7644.799805
2/15/2000,7396.129883
2/16/2000,7490.319823999998
2/17/2000,7580.529785
2/18/2000,7573.779785
2/22/2000,7607.939941
2/23/2000,7698.970215
2/24/2000,7640.529785
2/25/2000,7738.680176000002
2/28/2000,7587.129883
2/29/2000,7644.549805
3/1/2000,7727.930176000002
3/2/2000,7945.77002
3/3/2000,7960.029785
3/6/2000,7975.779785
3/7/2000,8064.970215
3/8/2000,7987.0
3/9/2000,7949.149901999999
3/10/2000,7975.950195
3/13/2000,7693.850098000001
3/14/2000,7650.049805
3/15/2000,7414.459961
3/16/2000,7583.959961
3/17/2000,7710.919922
3/20/2000,7872.379883
3/21/2000,7807.930176000002
3/22/2000,7798.620117
3/23/2000,7694.779785
3/24/2000,7932.419922
3/27/2000,7892.490234000001
3/28/2000,7931.930176000002
3/29/2000,7864.759765999999
3/30/2000,7644.890137
3/31/2000,7599.390137
4/3/2000,7429.220215
4/4/2000,7522.799805
4/5/2000,7330.77002
4/6/2000,7446.209961
4/7/2000,7522.200195
4/10/2000,7516.950195
4/11/2000,7442.660156
4/12/2000,7443.069823999998
4/13/2000,7449.060059
4/14/2000,7214.830078
4/17/2000,7187.140137
4/18/2000,7196.490234000001
4/19/2000,7216.709961
4/20/2000,7157.950195
4/24/2000,7219.2299805
4/25/2000,7280.509765999999
4/26/2000,7388.549805
4/27/2000,7221.740234000001
4/28/2000,7414.680176000002
5/1/2000,7485.300049000001
5/2/2000,7555.919922
5/3/2000,7376.930176000002
5/4/2000,7386.709961
5/5/2000,7530.819823999998
5/8/2000,7408.089844
5/9/2000,7280.540039
5/10/2000,7120.859863
5/11/2000,7259.47998
5/12/2000,7269.279785
5/15/2000,7195.149901999999
5/16/2000,7371.060059
5/17/2000,7211.509765999999
5/18/2000,7181.580078
5/19/2000,6989.029785
5/22/2000,6912.959961
5/23/2000,6927.689941
5/24/2000,6834.879883
5/25/2000,6978.870117
5/26/2000,6938.330078
5/30/2000,7119.259765999999
5/31/2000,7109.669922
6/1/2000,7272.759765999999
6/2/2000,7438.950195
6/5/2000,7408.02002
6/6/2000,7359.799805
6/7/2000,7292.97998
6/8/2000,7243.129883
6/9/2000,7254.529785
6/12/2000,7235.640137
6/13/2000,7268.910156
6/14/2000,7350.939941
6/15/2000,7328.620117
6/16/2000,7131.399901999999
6/19/2000,7198.799805
6/20/2000,7227.27002
6/21/2000,7100.089844
6/22/2000,7053.669922
6/23/2000,6980.410156
6/26/2000,7027.189941
6/27/2000,7048.959961
6/28/2000,7056.049805
6/29/2000,6874.540039
6/30/2000,6898.209961
7/3/2000,6958.959961
7/5/2000,6961.72998
7/6/2000,6951.089844
7/7/2000,7052.220215
7/10/2000,7070.819823999998
7/11/2000,7003.97998
7/12/2000,7065.970215
7/13/2000,7195.990234000001
7/14/2000,7318.379883
7/17/2000,7430.700195
7/18/2000,7406.910156
7/19/2000,7366.569823999998
7/20/2000,7480.140137
7/21/2000,7373.259765999999
7/24/2000,7328.310059
7/25/2000,7329.040039
7/26/2000,7302.120117
7/27/2000,7183.439941
7/28/2000,7128.299805
7/31/2000,7190.370117
8/1/2000,7145.529785
8/2/2000,7112.450195
8/3/2000,7037.910156
8/4/2000,7016.589844
8/7/2000,7113.220215
8/8/2000,7123.810059
8/9/2000,7226.709961
8/10/2000,7280.970215
8/11/2000,7322.97998
8/14/2000,7331.669922
8/15/2000,7307.430176000002
8/16/2000,7315.27002
8/17/2000,7278.430176000002
8/18/2000,7232.419922
8/21/2000,7199.339844
8/22/2000,7249.200195
8/23/2000,7232.779785
8/24/2000,7230.259765999999
8/25/2000,7307.169922
8/28/2000,7339.220215
8/29/2000,7294.399901999999
8/30/2000,7185.560059
8/31/2000,7216.450195
9/1/2000,7344.669922
9/5/2000,7395.069823999998
9/6/2000,7333.02002
9/7/2000,7373.339844
9/8/2000,7267.77002
9/11/2000,7214.450195
9/12/2000,7135.75
9/13/2000,7006.259765999999
9/14/2000,7048.5
9/15/2000,6999.540039
9/18/2000,6891.689941
9/19/2000,6937.740234000001
9/20/2000,6765.22998
9/21/2000,6682.919922
9/22/2000,6740.25
9/25/2000,6788.689941
9/26/2000,6765.040039
9/27/2000,6814.060059
9/28/2000,6832.759765999999
9/29/2000,6798.120117
10/2/2000,6862.259765999999
10/3/2000,6842.844971
10/4/2000,6823.430176000002
10/5/2000,6892.490234000001
10/6/2000,6776.390137
10/9/2000,6680.779785
10/10/2000,6673.149902
10/11/2000,6561.629883
10/12/2000,6465.259765999999
10/13/2000,6661.299805
10/16/2000,6627.25
10/17/2000,6531.709961
10/18/2000,6483.0
10/19/2000,6619.430176
10/20/2000,6618.430176
10/23/2000,6620.870117
10/24/2000,6802.810059
10/25/2000,6748.220215
10/26/2000,6767.899901999999
10/27/2000,6924.680176000002
10/30/2000,6926.569823999998
10/31/2000,7077.439941
11/1/2000,7059.069823999998
11/2/2000,7088.640137
11/3/2000,7128.27002
11/6/2000,7136.299805
11/7/2000,7076.279785
11/8/2000,7008.640137
11/9/2000,6959.5
11/10/2000,6851.689941
11/13/2000,6742.100098000001
11/14/2000,6966.649901999999
11/15/2000,6961.089844
11/16/2000,6842.109863
11/17/2000,6752.290039
11/20/2000,6609.47998
11/21/2000,6678.069824
11/22/2000,6510.540039
11/24/2000,6664.180176
11/27/2000,6696.910156
11/28/2000,6625.560059
11/29/2000,6598.319824
11/30/2000,6372.330078
12/1/2000,6512.910156
12/4/2000,6408.100098
12/5/2000,6637.089844
12/6/2000,6622.25
12/7/2000,6566.080078
12/8/2000,6691.25
12/11/2000,6782.52002
12/12/2000,6733.589844
12/13/2000,6620.209961
12/14/2000,6469.950195
12/15/2000,6331.299805
12/18/2000,6390.25
12/19/2000,6479.279785
12/20/2000,6248.759765999999
12/21/2000,6200.709961
12/22/2000,6251.399902
12/26/2000,6289.780029
12/27/2000,6328.160156
12/28/2000,6371.6401369999985
12/29/2000,6433.6098630000015
1/2/2001,6289.819824
1/3/2001,6434.959961
1/4/2001,6376.540039
1/5/2001,6382.310059
1/8/2001,6392.169922
1/9/2001,6404.52002
1/10/2001,6320.069824
1/11/2001,6465.209961
1/12/2001,6490.029785
1/16/2001,6502.8901369999985
1/17/2001,6653.379883
1/18/2001,6635.759765999999
1/19/2001,6651.529785
1/22/2001,6675.0
1/23/2001,6722.410156
1/24/2001,6706.669922
1/25/2001,6727.490234000001
1/26/2001,6695.200195
1/29/2001,6750.959961
1/30/2001,6739.299805
1/31/2001,6795.140137
2/1/2001,6704.680176
2/2/2001,6638.200195
2/5/2001,6628.069824
2/6/2001,6693.029785
2/7/2001,6578.959961
2/8/2001,6636.810059
2/9/2001,6497.069824
2/12/2001,6564.910156
2/13/2001,6557.930176
2/14/2001,6479.870117
2/15/2001,6591.669922
2/16/2001,6439.259765999999
2/20/2001,6451.569824
2/21/2001,6347.990234000001
2/22/2001,6277.990234000001
2/23/2001,6075.339844
2/26/2001,6189.069824
2/27/2001,6220.47998
2/28/2001,6208.240234000001
3/1/2001,6123.379883
3/2/2001,6159.02002
3/5/2001,6216.379883
3/6/2001,6284.060059
3/7/2001,6305.6401369999985
3/8/2001,6267.060059
3/9/2001,6204.419922
3/12/2001,6046.560059
3/13/2001,5962.930176
3/14/2001,5794.120117
3/15/2001,5889.950195
3/16/2001,5734.490234000001
3/19/2001,5657.290039
3/20/2001,5782.160156
3/21/2001,5622.089844
3/22/2001,5388.02002
3/23/2001,5544.669922
3/26/2001,5726.970215
3/27/2001,5938.209961
3/28/2001,5817.52002
3/29/2001,5879.299805
3/30/2001,5829.950195
4/2/2001,5760.759765999999
4/3/2001,5553.459961
4/4/2001,5597.660156
4/5/2001,5773.339844
4/6/2001,5698.879883
4/9/2001,5781.009765999999
4/10/2001,5913.839844
4/11/2001,5951.160156
