Date,S&P_Movement,GOLD,OIL,SILVER,PLATINUM,NASDAQ_Open,NASDAQ_High,NASDAQ_Low,NASDAQ_Close,NASDAQ_Volume,S&P_Open,S&P_High,S&P_Low,S&P_Close,S&P_Volume,DJI_Open,DJI_High,DJI_Low,DJI_Close,DJI_Volume,DAX_Open,DAX_High,DAX_Low,DAX_Close,DAX_Volume,ASX_Open,ASX_High,ASX_Low,ASX_Close,ASX_Volume,HANGSENG_Open,HANGSENG_High,HANGSENG_Low,HANGSENG_Close,HANGSENG_Volume,VIX_Open,VIX_High,VIX_Low,VIX_Close,VIX_Volume,ISM_MONTHLY_PMI,FOREX_AUS,FOREX_EUR,FOREX_NZ,FOREX_UK,FOREX_BR,FOREX_CAN,FOREX_CHINA,FOREX_DEN,FOREX_HK,FOREX_IND,FOREX_JAP,FOREX_KOR,FOREX_MAL,FOREX_MEX,FOREX_NOR,FOREX_SWE,FOREX_SOUTHAFR,FOREX_SINGA,FOREX_SRI,FOREX_SWI,FOREX_TAI,FOREX_THAI,FOREX_VEN
1073019600.0,0,415.25,29.55,5.89,817.0,2011.079956,2022.369995,1999.77002,2006.680054,1666780000,1111.920044,1118.849976,1105.079956,1108.47998,1153200000,10452.74023,10527.03027,10384.29981,10409.84961,168890000,3969.040039,4022.959961,3969.040039,4018.5,62413600.0,3298.899902,3302.699951,3296.699951,3300.699951,0.0,12664.99023,12815.08008,12664.99023,12801.48047,305575000,17.959999,18.68,17.540001,18.219999,0,60.8,0.7576,1.2592,0.6588,1.7902,2.884,1.29,8.2769,5.9141,7.7645,45.68,106.95,1195.1,3.8,11.095,6.659,7.1903,6.565,1.7022,97.45,1.239,33.98,39.54,1.6
1073278800.0,1,420.6,32.3,5.93,836.0,2020.780029,2047.359985,2020.780029,2047.359985,2362910000,1108.47998,1122.219971,1108.47998,1122.219971,1578200000,10411.84961,10544.07031,10411.84961,10544.07031,221290000,4019.939941,4040.97998,4001.48999,4035.899902,85539100.0,3293.100098,3323.199951,3293.100098,3317.5,0.0,12844.58984,13009.40039,12763.09961,13005.33008,362998400,18.450001,18.49,17.440001000000002,17.49,0,60.8,0.7682,1.2679,0.6717,1.8085,2.858,1.2803,8.277000000000001,5.8736,7.7635,45.6,106.1,1192.1,3.8,11.0011,6.6586,7.1671,6.36,1.6980000000000002,97.53,1.2322,33.9,39.32,1.6
1073365200.0,1,424.4,31.2,6.15,849.0,2044.550049,2061.540039,2039.630005,2057.3701170000004,2273220000,1122.219971,1124.459961,1118.439941,1123.670044,1494500000,10543.84961,10549.17969,10499.84961,10538.66016,191460000,4038.419922,4047.030029,4003.47998,4035.439941,94696300.0,3312.699951,3312.699951,3297.699951,3303.600098,0.0,13063.4502,13128.73047,12975.5,13036.32031,440100800,17.66,17.67,16.190001000000002,16.73,0,60.8,0.7702,1.2773,0.6717,1.8245,2.8575,1.2824,8.2771,5.8317,7.7633,45.66,106.2,1186.0,3.8,10.968,6.6985,7.1347,6.5025,1.6985,98.15,1.2272,33.8,39.13,1.6
1073451600.0,1,421.75,30.99,6.17,848.0,2056.75,2078.090088,2047.02002,2077.679932,2294280000,1123.670044,1126.329956,1116.449951,1126.329956,1704900000,10535.45996,10539.45996,10466.29004,10529.03027,225490000,4039.649902,4050.98999,3985.949951,4004.399902,145580900.0,3299.100098,3308.199951,3296.399902,3297.899902,0.0,13122.99023,13216.36035,13095.58984,13157.67969,381656600,16.719998999999998,16.75,15.5,15.5,0,60.8,0.7685,1.2665,0.6717,1.8193,2.869,1.2884,8.2772,5.882999999999999,7.7638,45.53,106.19,1187.0,3.8,10.914,6.809,7.18,6.5875,1.6968,98.0,1.2385,33.82,39.03,1.6
1073538000.0,1,421.0,31.11,6.14,855.0,2089.600098,2100.25,2078.050049,2100.25,2683950000,1126.329956,1131.920044,1124.910034,1131.920044,1868400000,10530.07031,10592.58984,10530.07031,10592.44043,237770000,4013.149902,4070.469971,4013.149902,4045.429932,139663500.0,3300.100098,3314.899902,3300.100098,3301.600098,0.0,13184.44043,13255.80957,13063.26953,13203.58984,486084200,15.42,15.68,15.32,15.61,0,60.8,0.7755,1.2772,0.6761,1.8338,2.85,1.279,8.2772,5.8315,7.7635,45.55,106.17,1182.5,3.8,10.88,6.8115,7.138,6.63,1.6942,97.9,1.2253,33.8,39.0,1.6
1073624400.0,0,423.35,31.91,6.15,854.0,2083.639893,2113.330078,2077.090088,2086.919922,2482760000,1131.920044,1131.920044,1120.900024,1121.859985,1720700000,10589.25,10589.25,10448.66992,10458.88965,223250000,4059.100098,4073.330078,3982.830078,4016.179932,126836800.0,3300.100098,3314.899902,3300.100098,3301.600098,0.0,13326.04981,13405.33984,13233.26953,13385.79981,651739800,16.15,16.879998999999998,15.57,16.75,0,60.8,0.7777,1.2853,0.6821,1.8472,2.845,1.269,8.277000000000001,5.796,7.7633,45.48,106.54,1181.7,3.8,10.845,6.718,7.085,6.7608,1.6925,97.78,1.219,33.75,39.0,1.6
1073883600.0,1,425.25,31.41,6.49,856.0,2093.540039,2112.52002,2085.149902,2111.780029,2284010000,1121.859985,1127.849976,1120.900024,1127.22998,1510200000,10461.54981,10491.62988,10444.15039,10485.17969,197960000,4010.050049,4010.050049,3980.189941,3995.909912,135461600.0,3307.399902,3316.899902,3295.100098,3295.300049,0.0,13315.29004,13414.65039,13263.61035,13352.21973,391788200,17.32,17.459999,16.790001,16.82,0,60.8,0.7788,1.2802,0.6842,1.8511,2.807,1.2735,8.277000000000001,5.8185,7.7632,45.44,106.48,1175.0,3.8,10.805,6.731,7.126,6.931,1.6916,98.4,1.2225,33.68,38.891,1.6
1073970000.0,0,425.5,32.55,6.55,871.0,2113.110107,2114.909912,2080.290039,2096.439941,2385700000,1127.22998,1129.069946,1115.189941,1121.219971,1595900000,10485.17969,10509.84961,10367.41016,10427.17969,197310000,4006.850098,4033.669922,3990.610107,3996.219971,107012300.0,3298.100098,3312.699951,3290.100098,3310.899902,0.0,13384.29981,13446.75977,13162.49023,13396.65039,372278200,16.6,18.33,16.530001000000002,18.040001,0,60.8,0.7772,1.2735,0.6825,1.8432,2.81,1.2729,8.2768,5.8487,7.7644,45.44,106.25,1181.0,3.8,10.842,6.7216,7.1761,6.92,1.6942,98.03,1.2262,33.66,38.96,1.6
1074056400.0,1,419.5,31.84,6.51,857.0,2104.290039,2111.72998,2094.320068,2111.129883,2099970000,1121.219971,1130.75,1121.219971,1130.52002,1514600000,10428.66992,10548.50977,10428.66992,10538.37012,186280000,3993.330078,4056.22998,3980.330078,4055.209961,102789200.0,3311.300049,3314.899902,3299.5,3306.5,0.0,13289.11035,13398.62988,13282.11035,13320.87988,312642200,17.290001,17.299999,16.4,16.75,0,60.8,0.7779,1.2726,0.6829999999999999,1.8409,2.8215,1.2866,8.2768,5.8557,7.7642,45.42,106.06,1180.3,3.8,10.82,6.716,7.2175,7.1,1.6945,97.95,1.2268,33.68,38.96,1.6
1074142800.0,1,412.5,31.43,6.3,858.0,2101.860107,2121.610107,2088.100098,2109.080078,2235590000,1130.52002,1137.109985,1124.540039,1132.050049,1695000000,10534.51953,10592.74023,10477.17969,10553.84961,260090000,4047.629883,4081.620117,4026.909912,4068.75,108778600.0,3303.300049,3311.199951,3285.5,3288.800049,0.0,13336.17969,13385.25,13198.91992,13249.80957,251476000,17.07,17.309998999999998,15.49,15.56,0,60.8,0.7702,1.2588,0.6729999999999999,1.8205,2.81,1.2990000000000002,8.2767,5.921,7.7635,45.44,106.1,1187.0,3.8,10.857,6.8260000000000005,7.291,7.29,1.6953,97.95,1.2422,33.67,39.04,1.6
