Date,S&P_Movement,GOLD,OIL,SILVER,PLATINUM,NASDAQ_Open,NASDAQ_High,NASDAQ_Low,NASDAQ_Close,NASDAQ_Volume,S&P_Open,S&P_High,S&P_Low,S&P_Close,S&P_Volume,DJI_Open,DJI_High,DJI_Low,DJI_Close,DJI_Volume,DAX_Open,DAX_High,DAX_Low,DAX_Close,DAX_Volume,ASX_Open,ASX_High,ASX_Low,ASX_Close,ASX_Volume,HANGSENG_Open,HANGSENG_High,HANGSENG_Low,HANGSENG_Close,HANGSENG_Volume,VIX_Open,VIX_High,VIX_Low,VIX_Close,VIX_Volume,ISM_MONTHLY_PMI,FOREX_AUS,FOREX_EUR,FOREX_NZ,FOREX_UK,FOREX_BR,FOREX_CAN,FOREX_CHINA,FOREX_DEN,FOREX_HK,FOREX_IND,FOREX_JAP,FOREX_KOR,FOREX_MAL,FOREX_MEX,FOREX_NOR,FOREX_SWE,FOREX_SOUTHAFR,FOREX_SINGA,FOREX_SRI,FOREX_SWI,FOREX_TAI,FOREX_THAI,FOREX_VEN
1388638800.0,0,1225.0,107.94,19.58,1395.0,4160.029785,4160.959961,4131.790039,4143.069824,1738820000,1845.859985,1845.859985,1827.73999,1831.97998,3080600000,16572.16992,16573.07031,16416.49023,16441.34961,80960000,9598.25,9620.929688,9394.209961,9400.040039,90956900.0,5367.899902,5367.899902,5325.799805,5350.100098,314718600.0,23452.75977,23469.33008,23173.92969,23340.05078,1042215400,14.32,14.59,14.0,14.23,0,51.3,0.8924,1.367,0.8204,1.6441,2.4015,1.0634,6.0504,5.4542,7.7534,62.31,104.84,1050.3,3.285,13.1155,6.1473,6.4909,10.68,1.2666,130.7,0.8998,29.9,32.97,6.2842
1388725200.0,0,1234.5,106.57,19.78,1410.0,4148.560059,4152.959961,4124.959961,4131.910156,1667480000,1833.209961,1838.23999,1829.130005,1831.369995,2774270000,16456.89063,16518.74023,16439.30078,16469.99023,72770000,9409.660156,9453.480469,9367.990234,9435.150391,58772900.0,5367.899902,5367.899902,5325.799805,5350.100098,314718600.0,23097.98047,23097.98047,22782.41992,22817.2793,1994801200,14.06,14.22,13.57,13.76,0,51.3,0.8976,1.3606,0.8296,1.6424,2.3831,1.0612,6.0505,5.4807,7.7537,62.17,104.46,1055.0,3.285,13.1055,6.1416,6.5177,10.6595,1.2661,130.65,0.9044,29.94,32.98,6.2842
1388984400.0,0,1246.25,106.71,19.82,1417.0,4137.029785,4139.779785,4103.75,4113.680176,2292840000,1832.310059,1837.160034,1823.72998,1826.77002,3294850000,16474.03906,16532.99023,16405.51953,16425.09961,89380000,9419.44043,9468.799805,9399.80957,9428.0,53653700.0,5324.899902,5346.299805,5314.299805,5317.0,499191400.0,22732.83008,22757.44922,22567.76953,22684.15039,1650597100,13.41,14.0,13.22,13.55,0,51.3,0.8961,1.3636,0.8292,1.6412,2.3744,1.0658,6.0524,5.4706,7.7542,62.31,104.38,1065.01,3.2835,13.093,6.1712,6.5134,10.645,1.2678,130.7,0.9036,30.04,33.06,6.2842
1389070800.0,1,1227.5,107.01,19.87,1414.0,4128.569824,4158.180176,4126.47998,4153.180176,2278220000,1828.709961,1840.099976,1828.709961,1837.880005,3511750000,16429.01953,16562.32031,16429.01953,16530.93945,81270000,9446.25,9518.719727,9416.860352,9506.200195,79946800.0,5317.0,5353.0,5303.700195,5316.0,501838300.0,22689.25,22802.84961,22644.58008,22712.7793,1733385800,12.38,13.28,12.16,12.92,0,51.3,0.8923,1.3618,0.8290000000000001,1.6421,2.3732,1.0742,6.0507,5.4768,7.7542,62.3,104.54,1068.5,3.283,13.045,6.1654,6.5172,10.6425,1.2711,130.65,0.9086,30.11,33.08,6.2842
1389157200.0,0,1221.0,107.42,19.42,1414.0,4154.279785,4171.75,4145.0,4165.6098630000015,2345220000,1837.900024,1840.02002,1831.400024,1837.48999,3652140000,16527.66016,16528.88086,16416.68945,16462.74023,103260000,9512.790039,9516.259766,9467.950195,9497.839844,90140400.0,5316.0,5324.399902,5295.399902,5324.399902,459116400.0,22834.81055,23031.18945,22778.83008,22996.58984,2201299800,13.04,13.24,12.86,12.87,0,51.3,0.8909,1.3586,0.8279,1.6461,2.3883,1.0802,6.051,5.4912,7.7543,62.07,104.87,1065.45,3.2710000000000004,13.0905,6.1960000000000015,6.5631,10.7595,1.2717,130.8,0.9102,30.1,33.05,6.2842
1389243600.0,1,1226.0,107.49,19.28,1419.0,4179.040039,4182.740234000001,4142.700195,4156.189941,2214770000,1839.0,1843.22998,1830.380005,1838.130005,3581150000,16471.41016,16525.34961,16378.61035,16444.75977,83990000,9492.240234,9549.5,9402.799805,9421.610352,98917000.0,5324.399902,5324.399902,5306.299805,5312.399902,470881200.0,22925.23047,23044.9707,22709.0293,22787.33008,1710496000,12.83,13.26,12.83,12.89,0,51.3,0.8886,1.3591,0.8248,1.6459,2.4017,1.085,6.0539999999999985,5.4897,7.7541,62.07,104.74,1062.89,3.275,13.155,6.1891,6.5597,10.8055,1.2712,130.65,0.9085,30.04,33.02,6.2842
1389330000.0,1,1244.25,106.44,19.37,1430.0,4168.939941,4174.680176,4142.209961,4174.669922,2143070000,1840.060059,1843.150024,1832.430054,1842.369995,3335710000,16453.61914,16487.65039,16379.01953,16437.05078,85190000,9473.870117,9529.700195,9441.25,9473.240234,96130400.0,5324.399902,5324.399902,5306.299805,5312.399902,470881200.0,22735.92969,22932.21094,22726.83984,22846.25,1495208000,12.6,12.9,12.14,12.14,0,51.3,0.8985,1.3664,0.8294,1.6469999999999998,2.3645,1.0915,6.0519,5.461,7.7542,61.45,104.06,1061.32,3.268,12.9965,6.1598,6.4956,10.6615,1.2659,130.65,0.9032,29.99,32.99,6.2842
1389589200.0,0,1248.0,108.02,19.88,1430.0,4167.410156,4179.470215,4097.990234000001,4113.299805,2322240000,1841.26001,1843.449951,1815.52002,1819.199951,3591350000,16434.0293,16453.13086,16240.59961,16257.94043,111680000,9497.919922,9519.299805,9457.30957,9510.169922,85787700.0,5292.100098,5292.100098,5207.5,5212.0,604656400.0,23046.41016,23067.33008,22762.24023,22888.75977,1247407800,12.18,13.65,11.82,13.28,0,51.3,0.9053,1.3647,0.8363,1.6379,2.354,1.0868,6.0432,5.4682,7.7543,61.52,103.31,1056.7,3.26,13.0135,6.1202,6.5054,10.79,1.2647,130.65,0.9026,29.98,32.96,6.2842
1389675600.0,1,1251.5,107.12,20.04,1438.0,4129.600098,4183.839844,4125.810059,4183.02002,2034180000,1821.359985,1839.26001,1821.359985,1838.880005,3353270000,16261.99023,16373.919919999998,16260.830080000002,16373.86035,98610000,9391.459961,9540.509766,9381.94043,9540.509766,104777800.0,5212.0,5256.100098,5212.0,5245.399902,536087300.0,22637.55078,22883.0,22637.55078,22791.2793,1165354600,12.89,12.9,11.96,12.28,0,51.3,0.898,1.3682,0.8399,1.645,2.3557,1.0934,6.0402,5.4535,7.7536,61.51,103.8,1059.43,3.26,13.0865,6.084,6.4358,10.8155,1.2678,130.65,0.9009,30.03,32.72,6.2842
1389762000.0,1,1236.0,108.09,19.83,1423.0,4196.529785,4218.790039,4195.97998,4214.879883,2101870000,1840.52002,1850.839966,1840.52002,1848.380005,3777800000,16378.03027,16505.2793,16376.78027,16481.93945,101130000,9590.570313,9747.400391,9582.099609,9733.80957,120099000.0,5245.399902,5309.100098,5245.399902,5309.100098,612858300.0,22985.7793,23010.07031,22826.98047,22902.0,1116090600,12.15,12.4,11.81,12.28,0,51.3,0.8925,1.3604,0.8348,1.6375,2.35,1.0932,6.0459,5.485,7.7543,61.54,104.42,1062.6,3.286,13.164,6.1274,6.466,10.8585,1.273,130.65,0.9084,30.12,32.85,6.2842
